accountNumber,ds,income,spending,y
100000350,2025-04,58547.77,18056.19,40491.58
100000350,2025-05,58547.77,21171.58,37376.19
100000350,2025-06,58547.77,20147.38,38400.39
100000350,2025-07,58547.77,17036.22,41511.55
100000350,2025-08,58547.77,20105.63,38442.14
100000350,2025-09,58547.77,20015.48,38532.29
100000350,2025-10,58547.77,17029.7,41518.07
100000350,2025-11,58547.77,20389.36,38158.41
100000350,2025-12,58547.77,22256.46,36291.31
100000350,2026-01,58547.77,19924.75,38623.02
100000350,2026-02,58547.77,21347.11,37200.66
100000350,2026-03,58547.77,19019.78,39527.99
100000350,2026-04,58547.77,17397.19,41150.58
100000350,2026-05,58547.77,20499.64,38048.13
100000350,2026-06,58547.77,15956.04,42591.73
100000350,2026-07,58547.77,19547.5,39000.27
100000351,2024-08,9110.59,7239.81,1870.78
100000351,2024-09,9110.59,7025.06,2085.53
100000351,2024-10,9110.59,7557.96,1552.63
100000351,2024-11,9110.59,7466.81,1643.78
100000351,2024-12,9110.59,7374.66,1735.93
100000351,2025-01,9110.59,7469.48,1641.11
100000351,2025-02,9110.59,7638.42,1472.17
100000351,2025-03,9110.59,7594.43,1516.16
100000351,2025-04,9110.59,7045.62,2064.97
100000351,2025-05,9110.59,7579.15,1531.44
100000351,2025-06,9110.59,6730.92,2379.67
100000351,2025-07,9110.59,6488.92,2621.67
100000351,2025-08,9110.59,7535.58,1575.01
100000351,2025-09,9110.59,7620.15,1490.44
100000351,2025-10,9110.59,8098.84,1011.75
100000351,2025-11,9110.59,6999.05,2111.54
100000351,2025-12,9110.59,7485.88,1624.71
100000351,2026-01,9110.59,8011.68,1098.91
100000351,2026-02,9110.59,7621.96,1488.63
100000351,2026-03,9110.59,6763.99,2346.6
100000351,2026-04,9110.59,7664.37,1446.22
100000351,2026-05,9110.59,7232.39,1878.2
100000351,2026-06,9110.59,7422.6,1687.99
100000351,2026-07,9110.59,7140.99,1969.6
100000352,2024-08,24322.37,12590.01,11732.36
100000352,2024-09,24322.37,12334.23,11988.14
100000352,2024-10,24322.37,12006.41,12315.96
100000352,2024-11,24322.37,12754.96,11567.41
100000352,2024-12,24322.37,12465.16,11857.21
100000352,2025-01,24322.37,12139.89,12182.48
100000352,2025-02,24322.37,12571.95,11750.42
100000352,2025-03,24322.37,12942.88,11379.49
100000352,2025-04,24322.37,12474.12,11848.25
100000352,2025-05,24322.37,12299.71,12022.66
100000352,2025-06,24322.37,12661.17,11661.2
100000352,2025-07,24322.37,12654.47,11667.9
100000352,2025-08,24322.37,12594.85,11727.52
100000352,2025-09,24322.37,12669.02,11653.35
100000352,2025-10,24322.37,12295.95,12026.42
100000352,2025-11,24322.37,12457.63,11864.74
100000352,2025-12,24322.37,13041.64,11280.73
100000352,2026-01,24322.37,12669.74,11652.63
100000352,2026-02,24322.37,12803.07,11519.3
100000352,2026-03,24322.37,12537.42,11784.95
100000352,2026-04,24322.37,12341.03,11981.34
100000352,2026-05,24322.37,12735.08,11587.29
100000352,2026-06,24322.37,12469.46,11852.91
100000352,2026-07,24322.37,12734.72,11587.65
100000353,2024-08,19077.98,10697.8,8380.18
100000353,2024-09,19077.98,11975.6,7102.38
100000353,2024-10,19077.98,9457.06,9620.92
100000353,2024-11,19077.98,10786.34,8291.64
100000353,2024-12,19077.98,10299.8,8778.18
100000353,2025-01,19077.98,11358.7,7719.28
100000353,2025-02,19077.98,10719.49,8358.49
100000353,2025-03,19077.98,10573.69,8504.29
100000353,2025-04,19077.98,10579.2,8498.78
100000353,2025-05,19077.98,11664.69,7413.29
100000353,2025-06,19077.98,11485.82,7592.16
100000353,2025-07,19077.98,11296.97,7781.01
100000353,2025-08,19077.98,11377.15,7700.83
100000353,2025-09,19077.98,9864.76,9213.22
100000353,2025-10,19077.98,11590.88,7487.1
100000353,2025-11,19077.98,10804.83,8273.15
100000353,2025-12,19077.98,11118.97,7959.01
100000353,2026-01,19077.98,10709.4,8368.58
100000353,2026-02,19077.98,10358.59,8719.39
100000353,2026-03,19077.98,11086.73,7991.25
100000353,2026-04,19077.98,11354.97,7723.01
100000353,2026-05,19077.98,11163.71,7914.27
100000353,2026-06,19077.98,10601.16,8476.82
100000353,2026-07,19077.98,10002.41,9075.57
100000354,2024-08,19234.1,9923.28,9310.82
100000354,2024-09,19234.1,9453.48,9780.62
100000354,2024-10,19234.1,10118.66,9115.44
100000354,2024-11,19234.1,10017.48,9216.62
100000354,2024-12,19234.1,9287.26,9946.84
100000354,2025-01,19234.1,9447.75,9786.35
100000354,2025-02,19234.1,10314.13,8919.97
100000354,2025-03,19234.1,9701.25,9532.85
100000354,2025-04,19234.1,9517.7,9716.4
100000354,2025-05,19234.1,9484.29,9749.81
100000354,2025-06,19234.1,9770.8,9463.3
100000354,2025-07,19234.1,9831.4,9402.7
100000354,2025-08,19234.1,10481.87,8752.23
100000354,2025-09,19234.1,10274.9,8959.2
100000354,2025-10,19234.1,9717.49,9516.61
100000354,2025-11,19234.1,10039.7,9194.4
100000354,2025-12,19234.1,9720.9,9513.2
100000354,2026-01,19234.1,9221.08,10013.02
100000354,2026-02,19234.1,9975.16,9258.94
100000354,2026-03,19234.1,9592.47,9641.63
100000354,2026-04,19234.1,10176.65,9057.45
100000354,2026-05,19234.1,9885.27,9348.83
100000354,2026-06,19234.1,10092.78,9141.32
100000354,2026-07,19234.1,9526.1,9708.0
100000355,2024-08,6721.08,6170.96,550.12
100000355,2024-09,6721.08,5549.56,1171.52
100000355,2024-10,6721.08,5877.5,843.58
100000355,2024-11,6721.08,5848.26,872.82
100000355,2024-12,6721.08,5655.33,1065.75
100000355,2025-01,6721.08,5655.14,1065.94
100000355,2025-02,6721.08,6142.96,578.12
100000355,2025-03,6721.08,5748.29,972.79
100000355,2025-04,6721.08,5941.73,779.35
100000355,2025-05,6721.08,6220.28,500.8
100000355,2025-06,6721.08,5540.78,1180.3
100000355,2025-07,6721.08,5725.83,995.25
100000355,2025-08,6721.08,5931.32,789.76
100000355,2025-09,6721.08,5404.0,1317.08
100000355,2025-10,6721.08,5842.03,879.05
100000355,2025-11,6721.08,5471.06,1250.02
100000355,2025-12,6721.08,5427.99,1293.09
100000355,2026-01,6721.08,5821.82,899.26
100000355,2026-02,6721.08,5615.32,1105.76
100000355,2026-03,6721.08,5553.57,1167.51
100000355,2026-04,6721.08,5511.72,1209.36
100000355,2026-05,6721.08,5679.93,1041.15
100000355,2026-06,6721.08,5786.63,934.45
100000355,2026-07,6721.08,5870.08,851.0
100000356,2024-08,13426.39,9733.77,3692.62
100000356,2024-09,13426.39,9436.89,3989.5
100000356,2024-10,13426.39,9722.02,3704.37
100000356,2024-11,13426.39,9862.24,3564.15
100000356,2024-12,13426.39,9801.33,3625.06
100000356,2025-01,13426.39,9149.4,4276.99
100000356,2025-02,13426.39,9962.82,3463.57
100000356,2025-03,13426.39,9391.59,4034.8
100000356,2025-04,13426.39,9749.47,3676.92
100000356,2025-05,13426.39,9570.9,3855.49
100000356,2025-06,13426.39,9745.12,3681.27
100000356,2025-07,13426.39,9083.48,4342.91
100000356,2025-08,13426.39,9572.02,3854.37
100000356,2025-09,13426.39,9170.96,4255.43
100000356,2025-10,13426.39,9231.19,4195.2
100000356,2025-11,13426.39,9562.14,3864.25
100000356,2025-12,13426.39,8974.27,4452.12
100000356,2026-01,13426.39,9818.74,3607.65
100000356,2026-02,13426.39,9550.52,3875.87
100000356,2026-03,13426.39,9292.11,4134.28
100000356,2026-04,13426.39,8458.6,4967.79
100000356,2026-05,13426.39,9070.96,4355.43
100000356,2026-06,13426.39,9345.32,4081.07
100000356,2026-07,13426.39,10031.21,3395.18
100000357,2024-08,8398.75,6438.69,1960.06
100000357,2024-09,8398.75,6236.71,2162.04
100000357,2024-10,8398.75,6740.67,1658.08
100000357,2024-11,8398.75,6800.0,1598.75
100000357,2024-12,8398.75,6748.08,1650.67
100000357,2025-01,8398.75,6554.44,1844.31
100000357,2025-02,8398.75,6706.2,1692.55
100000357,2025-03,8398.75,6499.73,1899.02
100000357,2025-04,8398.75,6132.54,2266.21
100000357,2025-05,8398.75,6603.84,1794.91
100000357,2025-06,8398.75,6391.96,2006.79
100000357,2025-07,8398.75,6238.28,2160.47
100000357,2025-08,8398.75,6288.31,2110.44
100000357,2025-09,8398.75,6891.76,1506.99
100000357,2025-10,8398.75,6106.48,2292.27
100000357,2025-11,8398.75,6686.89,1711.86
100000357,2025-12,8398.75,6130.87,2267.88
100000357,2026-01,8398.75,7002.9,1395.85
100000357,2026-02,8398.75,6564.59,1834.16
100000357,2026-03,8398.75,6539.74,1859.01
100000357,2026-04,8398.75,6370.07,2028.68
100000357,2026-05,8398.75,6218.84,2179.91
100000357,2026-06,8398.75,6334.51,2064.24
100000357,2026-07,8398.75,5793.54,2605.21
100000358,2024-08,15744.17,6063.04,9681.13
100000358,2024-09,15744.17,6078.73,9665.44
100000358,2024-10,15744.17,6554.83,9189.34
100000358,2024-11,15744.17,6020.46,9723.71
100000358,2024-12,15744.17,5836.17,9908.0
100000358,2025-01,15744.17,6181.74,9562.43
100000358,2025-02,15744.17,5862.01,9882.16
100000358,2025-03,15744.17,5960.54,9783.63
100000358,2025-04,15744.17,6286.32,9457.85
100000358,2025-05,15744.17,6242.71,9501.46
100000358,2025-06,15744.17,5808.0,9936.17
100000358,2025-07,15744.17,5721.48,10022.69
100000358,2025-08,15744.17,5495.76,10248.41
100000358,2025-09,15744.17,5749.68,9994.49
100000358,2025-10,15744.17,6796.13,8948.04
100000358,2025-11,15744.17,6535.99,9208.18
100000358,2025-12,15744.17,6313.32,9430.85
100000358,2026-01,15744.17,6236.72,9507.45
100000358,2026-02,15744.17,6072.41,9671.76
100000358,2026-03,15744.17,5698.71,10045.46
100000358,2026-04,15744.17,5708.88,10035.29
100000358,2026-05,15744.17,5910.38,9833.79
100000358,2026-06,15744.17,6104.91,9639.26
100000358,2026-07,15744.17,6156.15,9588.02
100000359,2024-08,19418.47,11280.37,8138.1
100000359,2024-09,19418.47,11508.69,7909.78
100000359,2024-10,19418.47,11973.4,7445.07
100000359,2024-11,19418.47,11804.56,7613.91
100000359,2024-12,19418.47,12374.4,7044.07
100000359,2025-01,19418.47,11876.19,7542.28
100000359,2025-02,19418.47,11950.49,7467.98
100000359,2025-03,19418.47,11774.46,7644.01
100000359,2025-04,19418.47,11876.28,7542.19
100000359,2025-05,19418.47,12026.7,7391.77
100000359,2025-06,19418.47,11687.0,7731.47
100000359,2025-07,19418.47,12182.66,7235.81
100000359,2025-08,19418.47,12212.56,7205.91
100000359,2025-09,19418.47,12335.74,7082.73
100000359,2025-10,19418.47,11468.72,7949.75
100000359,2025-11,19418.47,11583.18,7835.29
100000359,2025-12,19418.47,11316.53,8101.94
100000359,2026-01,19418.47,11988.26,7430.21
100000359,2026-02,19418.47,11380.43,8038.04
100000359,2026-03,19418.47,12033.93,7384.54
100000359,2026-04,19418.47,11816.79,7601.68
100000359,2026-05,19418.47,12373.24,7045.23
100000359,2026-06,19418.47,11371.13,8047.34
100000359,2026-07,19418.47,11671.95,7746.52
100000360,2024-08,31013.13,12791.74,18221.39
100000360,2024-09,31013.13,11161.67,19851.46
100000360,2024-10,31013.13,12430.36,18582.77
100000360,2024-11,31013.13,12502.27,18510.86
100000360,2024-12,31013.13,10840.69,20172.44
100000360,2025-01,31013.13,11798.64,19214.49
100000360,2025-02,31013.13,12231.89,18781.24
100000360,2025-03,31013.13,10573.44,20439.69
100000360,2025-04,31013.13,10408.16,20604.97
100000360,2025-05,31013.13,10813.64,20199.49
100000360,2025-06,31013.13,12675.18,18337.95
100000360,2025-07,31013.13,12677.11,18336.02
100000360,2025-08,31013.13,10606.61,20406.52
100000360,2025-09,31013.13,11254.73,19758.4
100000360,2025-10,31013.13,11473.53,19539.6
100000360,2025-11,31013.13,10603.88,20409.25
100000360,2025-12,31013.13,11682.72,19330.41
100000360,2026-01,31013.13,10846.61,20166.52
100000360,2026-02,31013.13,10403.05,20610.08
100000360,2026-03,31013.13,11397.54,19615.59
100000360,2026-04,31013.13,11722.55,19290.58
100000360,2026-05,31013.13,12418.33,18594.8
100000360,2026-06,31013.13,11446.07,19567.06
100000360,2026-07,31013.13,11041.83,19971.3
100000361,2024-08,43059.03,18902.76,24156.27
100000361,2024-09,43059.03,18549.92,24509.11
100000361,2024-10,43059.03,19216.9,23842.13
100000361,2024-11,43059.03,20205.5,22853.53
100000361,2024-12,43059.03,19192.18,23866.85
100000361,2025-01,43059.03,19087.14,23971.89
100000361,2025-02,43059.03,21141.35,21917.68
100000361,2025-03,43059.03,19265.82,23793.21
100000361,2025-04,43059.03,17964.41,25094.62
100000361,2025-05,43059.03,19065.63,23993.4
100000361,2025-06,43059.03,19589.06,23469.97
100000361,2025-07,43059.03,19372.29,23686.74
100000361,2025-08,43059.03,20896.44,22162.59
100000361,2025-09,43059.03,18476.81,24582.22
100000361,2025-10,43059.03,18075.3,24983.73
100000361,2025-11,43059.03,21153.76,21905.27
100000361,2025-12,43059.03,18556.19,24502.84
100000361,2026-01,43059.03,18428.36,24630.67
100000361,2026-02,43059.03,19197.52,23861.51
100000361,2026-03,43059.03,20249.5,22809.53
100000361,2026-04,43059.03,18868.62,24190.41
100000361,2026-05,43059.03,17533.2,25525.83
100000361,2026-06,43059.03,18098.73,24960.3
100000361,2026-07,43059.03,20078.55,22980.48
100000362,2024-08,8198.31,5750.65,2447.66
100000362,2024-09,8198.31,6561.1,1637.21
100000362,2024-10,8198.31,5780.92,2417.39
100000362,2024-11,8198.31,6296.03,1902.28
100000362,2024-12,8198.31,6260.29,1938.02
100000362,2025-01,8198.31,6176.09,2022.22
100000362,2025-02,8198.31,6040.09,2158.22
100000362,2025-03,8198.31,5205.5,2992.81
100000362,2025-04,8198.31,6355.44,1842.87
100000362,2025-05,8198.31,5756.73,2441.58
100000362,2025-06,8198.31,6235.22,1963.09
100000362,2025-07,8198.31,5530.04,2668.27
100000362,2025-08,8198.31,5612.3,2586.01
100000362,2025-09,8198.31,6187.44,2010.87
100000362,2025-10,8198.31,5875.7,2322.61
100000362,2025-11,8198.31,6223.04,1975.27
100000362,2025-12,8198.31,6594.89,1603.42
100000362,2026-01,8198.31,6397.65,1800.66
100000362,2026-02,8198.31,5967.83,2230.48
100000362,2026-03,8198.31,6012.32,2185.99
100000362,2026-04,8198.31,6508.71,1689.6
100000362,2026-05,8198.31,5906.38,2291.93
100000362,2026-06,8198.31,6314.93,1883.38
100000362,2026-07,8198.31,6228.88,1969.43
100000363,2024-08,7120.99,4921.59,2199.4
100000363,2024-09,7120.99,4261.95,2859.04
100000363,2024-10,7120.99,4993.86,2127.13
100000363,2024-11,7120.99,4334.23,2786.76
100000363,2024-12,7120.99,4673.1,2447.89
100000363,2025-01,7120.99,4780.31,2340.68
100000363,2025-02,7120.99,3928.73,3192.26
100000363,2025-03,7120.99,4423.69,2697.3
100000363,2025-04,7120.99,4316.98,2804.01
100000363,2025-05,7120.99,4681.99,2439.0
100000363,2025-06,7120.99,4367.61,2753.38
100000363,2025-07,7120.99,4339.88,2781.11
100000363,2025-08,7120.99,4961.96,2159.03
100000363,2025-09,7120.99,4377.93,2743.06
100000363,2025-10,7120.99,4943.87,2177.12
100000363,2025-11,7120.99,4684.43,2436.56
100000363,2025-12,7120.99,4506.28,2614.71
100000363,2026-01,7120.99,4428.6,2692.39
100000363,2026-02,7120.99,4881.2,2239.79
100000363,2026-03,7120.99,4837.27,2283.72
100000363,2026-04,7120.99,4622.95,2498.04
100000363,2026-05,7120.99,4147.59,2973.4
100000363,2026-06,7120.99,4743.31,2377.68
100000363,2026-07,7120.99,3808.24,3312.75
100000364,2024-08,5648.85,3775.31,1873.54
100000364,2024-09,5648.85,3746.99,1901.86
100000364,2024-10,5648.85,3726.73,1922.12
100000364,2024-11,5648.85,3814.27,1834.58
100000364,2024-12,5648.85,3843.82,1805.03
100000364,2025-01,5648.85,3803.41,1845.44
100000364,2025-02,5648.85,3857.9,1790.95
100000364,2025-03,5648.85,3707.36,1941.49
100000364,2025-04,5648.85,3740.26,1908.59
100000364,2025-05,5648.85,3699.18,1949.67
100000364,2025-06,5648.85,3743.35,1905.5
100000364,2025-07,5648.85,3628.09,2020.76
100000364,2025-08,5648.85,3841.63,1807.22
100000364,2025-09,5648.85,3707.51,1941.34
100000364,2025-10,5648.85,3638.3,2010.55
100000364,2025-11,5648.85,3699.9,1948.95
100000364,2025-12,5648.85,3840.26,1808.59
100000364,2026-01,5648.85,3880.6,1768.25
100000364,2026-02,5648.85,3556.66,2092.19
100000364,2026-03,5648.85,3670.54,1978.31
100000364,2026-04,5648.85,3595.88,2052.97
100000364,2026-05,5648.85,3815.27,1833.58
100000364,2026-06,5648.85,3798.61,1850.24
100000364,2026-07,5648.85,3861.28,1787.57
100000365,2024-08,17514.7,11079.61,6435.09
100000365,2024-09,17514.7,11223.56,6291.14
100000365,2024-10,17514.7,11222.58,6292.12
100000365,2024-11,17514.7,11064.15,6450.55
100000365,2024-12,17514.7,11059.5,6455.2
100000365,2025-01,17514.7,10486.91,7027.79
100000365,2025-02,17514.7,10979.97,6534.73
100000365,2025-03,17514.7,10988.83,6525.87
100000365,2025-04,17514.7,11295.96,6218.74
100000365,2025-05,17514.7,11108.94,6405.76
100000365,2025-06,17514.7,10446.04,7068.66
100000365,2025-07,17514.7,10674.51,6840.19
100000365,2025-08,17514.7,11038.5,6476.2
100000365,2025-09,17514.7,10783.86,6730.84
100000365,2025-10,17514.7,10501.06,7013.64
100000365,2025-11,17514.7,10625.67,6889.03
100000365,2025-12,17514.7,10701.05,6813.65
100000365,2026-01,17514.7,10784.57,6730.13
100000365,2026-02,17514.7,11235.1,6279.6
100000365,2026-03,17514.7,11334.75,6179.95
100000365,2026-04,17514.7,10740.7,6774.0
100000365,2026-05,17514.7,10984.34,6530.36
100000365,2026-06,17514.7,11017.3,6497.4
100000365,2026-07,17514.7,10821.3,6693.4
100000366,2024-08,18830.54,8543.3,10287.24
100000366,2024-09,18830.54,8939.93,9890.61
100000366,2024-10,18830.54,9740.56,9089.98
100000366,2024-11,18830.54,8732.55,10097.99
100000366,2024-12,18830.54,9007.91,9822.63
100000366,2025-01,18830.54,8910.75,9919.79
100000366,2025-02,18830.54,9007.94,9822.6
100000366,2025-03,18830.54,8934.87,9895.67
100000366,2025-04,18830.54,9585.45,9245.09
100000366,2025-05,18830.54,9215.46,9615.08
100000366,2025-06,18830.54,9862.47,8968.07
100000366,2025-07,18830.54,9120.96,9709.58
100000366,2025-08,18830.54,8876.41,9954.13
100000366,2025-09,18830.54,10091.95,8738.59
100000366,2025-10,18830.54,9907.6,8922.94
100000366,2025-11,18830.54,9255.36,9575.18
100000366,2025-12,18830.54,8900.17,9930.37
100000366,2026-01,18830.54,9475.34,9355.2
100000366,2026-02,18830.54,9393.95,9436.59
100000366,2026-03,18830.54,9780.53,9050.01
100000366,2026-04,18830.54,9417.69,9412.85
100000366,2026-05,18830.54,8917.72,9912.82
100000366,2026-06,18830.54,8826.07,10004.47
100000366,2026-07,18830.54,9407.2,9423.34
100000367,2024-08,24403.45,14683.89,9719.56
100000367,2024-09,24403.45,15186.2,9217.25
100000367,2024-10,24403.45,13412.37,10991.08
100000367,2024-11,24403.45,13796.9,10606.55
100000367,2024-12,24403.45,14273.14,10130.31
100000367,2025-01,24403.45,13317.91,11085.54
100000367,2025-02,24403.45,14306.2,10097.25
100000367,2025-03,24403.45,15094.64,9308.81
100000367,2025-04,24403.45,14384.36,10019.09
100000367,2025-05,24403.45,16433.88,7969.57
100000367,2025-06,24403.45,13009.44,11394.01
100000367,2025-07,24403.45,14460.34,9943.11
100000367,2025-08,24403.45,13095.64,11307.81
100000367,2025-09,24403.45,13641.62,10761.83
100000367,2025-10,24403.45,14230.47,10172.98
100000367,2025-11,24403.45,13962.72,10440.73
100000367,2025-12,24403.45,13394.36,11009.09
100000367,2026-01,24403.45,12501.8,11901.65
100000367,2026-02,24403.45,14389.29,10014.16
100000367,2026-03,24403.45,14759.45,9644.0
100000367,2026-04,24403.45,15360.34,9043.11
100000367,2026-05,24403.45,13110.68,11292.77
100000367,2026-06,24403.45,14380.16,10023.29
100000367,2026-07,24403.45,12725.58,11677.87
100000368,2024-08,21047.59,11711.55,9336.04
100000368,2024-09,21047.59,12315.85,8731.74
100000368,2024-10,21047.59,12556.53,8491.06
100000368,2024-11,21047.59,13205.59,7842.0
100000368,2024-12,21047.59,13097.31,7950.28
100000368,2025-01,21047.59,12522.92,8524.67
100000368,2025-02,21047.59,11891.83,9155.76
100000368,2025-03,21047.59,11766.5,9281.09
100000368,2025-04,21047.59,12358.53,8689.06
100000368,2025-05,21047.59,12292.35,8755.24
100000368,2025-06,21047.59,12758.54,8289.05
100000368,2025-07,21047.59,11004.54,10043.05
100000368,2025-08,21047.59,13575.03,7472.56
100000368,2025-09,21047.59,13078.27,7969.32
100000368,2025-10,21047.59,12557.6,8489.99
100000368,2025-11,21047.59,12280.64,8766.95
100000368,2025-12,21047.59,14109.47,6938.12
100000368,2026-01,21047.59,14148.85,6898.74
100000368,2026-02,21047.59,13119.54,7928.05
100000368,2026-03,21047.59,11061.0,9986.59
100000368,2026-04,21047.59,13263.47,7784.12
100000368,2026-05,21047.59,12321.36,8726.23
100000368,2026-06,21047.59,13257.97,7789.62
100000368,2026-07,21047.59,12363.78,8683.81
100000369,2024-08,57067.19,21561.02,35506.17
100000369,2024-09,57067.19,20574.51,36492.68
100000369,2024-10,57067.19,21530.45,35536.74
100000369,2024-11,57067.19,20616.44,36450.75
100000369,2024-12,57067.19,21003.04,36064.15
100000369,2025-01,57067.19,20608.02,36459.17
100000369,2025-02,57067.19,20211.43,36855.76
100000369,2025-03,57067.19,21036.23,36030.96
100000369,2025-04,57067.19,20401.3,36665.89
100000369,2025-05,57067.19,20352.19,36715.0
100000369,2025-06,57067.19,22029.07,35038.12
100000369,2025-07,57067.19,20178.65,36888.54
100000369,2025-08,57067.19,20858.28,36208.91
100000369,2025-09,57067.19,21180.88,35886.31
100000369,2025-10,57067.19,20903.35,36163.84
100000369,2025-11,57067.19,20949.83,36117.36
100000369,2025-12,57067.19,20520.23,36546.96
100000369,2026-01,57067.19,21524.41,35542.78
100000369,2026-02,57067.19,20475.9,36591.29
100000369,2026-03,57067.19,20825.4,36241.79
100000369,2026-04,57067.19,20738.06,36329.13
100000369,2026-05,57067.19,20027.91,37039.28
100000369,2026-06,57067.19,21033.5,36033.69
100000369,2026-07,57067.19,21070.54,35996.65
100000370,2024-08,25607.05,10213.63,15393.42
100000370,2024-09,25607.05,10253.33,15353.72
100000370,2024-10,25607.05,10062.63,15544.42
100000370,2024-11,25607.05,10244.2,15362.85
100000370,2024-12,25607.05,10157.0,15450.05
100000370,2025-01,25607.05,10387.3,15219.75
100000370,2025-02,25607.05,10011.52,15595.53
100000370,2025-03,25607.05,10375.16,15231.89
100000370,2025-04,25607.05,10066.33,15540.72
100000370,2025-05,25607.05,10361.02,15246.03
100000370,2025-06,25607.05,10314.36,15292.69
100000370,2025-07,25607.05,10498.83,15108.22
100000370,2025-08,25607.05,10493.24,15113.81
100000370,2025-09,25607.05,10063.92,15543.13
100000370,2025-10,25607.05,10017.5,15589.55
100000370,2025-11,25607.05,10209.56,15397.49
100000370,2025-12,25607.05,10638.26,14968.79
100000370,2026-01,25607.05,10847.29,14759.76
100000370,2026-02,25607.05,9976.5,15630.55
100000370,2026-03,25607.05,9895.99,15711.06
100000370,2026-04,25607.05,10172.85,15434.2
100000370,2026-05,25607.05,10139.16,15467.89
100000370,2026-06,25607.05,10454.68,15152.37
100000370,2026-07,25607.05,9965.3,15641.75
100000371,2024-08,33538.32,10232.89,23305.43
100000371,2024-09,33538.32,10388.35,23149.97
100000371,2024-10,33538.32,12243.46,21294.86
100000371,2024-11,33538.32,11583.34,21954.98
100000371,2024-12,33538.32,10323.63,23214.69
100000371,2025-01,33538.32,11449.8,22088.52
100000371,2025-02,33538.32,11345.02,22193.3
100000371,2025-03,33538.32,10822.37,22715.95
100000371,2025-04,33538.32,11324.57,22213.75
100000371,2025-05,33538.32,10743.76,22794.56
100000371,2025-06,33538.32,10654.34,22883.98
100000371,2025-07,33538.32,11350.14,22188.18
100000371,2025-08,33538.32,10858.73,22679.59
100000371,2025-09,33538.32,11497.16,22041.16
100000371,2025-10,33538.32,11189.63,22348.69
100000371,2025-11,33538.32,10910.51,22627.81
100000371,2025-12,33538.32,11298.04,22240.28
100000371,2026-01,33538.32,12381.82,21156.5
100000371,2026-02,33538.32,12227.87,21310.45
100000371,2026-03,33538.32,13420.28,20118.04
100000371,2026-04,33538.32,11300.01,22238.31
100000371,2026-05,33538.32,10395.77,23142.55
100000371,2026-06,33538.32,9888.67,23649.65
100000371,2026-07,33538.32,11647.1,21891.22
100000372,2024-08,7175.36,5802.29,1373.07
100000372,2024-09,7175.36,5999.89,1175.47
100000372,2024-10,7175.36,6480.06,695.3
100000372,2024-11,7175.36,5748.57,1426.79
100000372,2024-12,7175.36,6272.46,902.9
100000372,2025-01,7175.36,5938.31,1237.05
100000372,2025-02,7175.36,5758.1,1417.26
100000372,2025-03,7175.36,5737.37,1437.99
100000372,2025-04,7175.36,6034.48,1140.88
100000372,2025-05,7175.36,6233.2,942.16
100000372,2025-06,7175.36,5891.02,1284.34
100000372,2025-07,7175.36,5695.01,1480.35
100000372,2025-08,7175.36,6118.8,1056.56
100000372,2025-09,7175.36,5847.62,1327.74
100000372,2025-10,7175.36,6036.82,1138.54
100000372,2025-11,7175.36,5654.45,1520.91
100000372,2025-12,7175.36,5799.39,1375.97
100000372,2026-01,7175.36,5705.66,1469.7
100000372,2026-02,7175.36,5877.43,1297.93
100000372,2026-03,7175.36,5974.92,1200.44
100000372,2026-04,7175.36,5565.79,1609.57
100000372,2026-05,7175.36,6218.42,956.94
100000372,2026-06,7175.36,5849.08,1326.28
100000372,2026-07,7175.36,5833.58,1341.78
100000373,2024-08,17555.58,10914.06,6641.52
100000373,2024-09,17555.58,10879.57,6676.01
100000373,2024-10,17555.58,10282.16,7273.42
100000373,2024-11,17555.58,11279.0,6276.58
100000373,2024-12,17555.58,11091.08,6464.5
100000373,2025-01,17555.58,10999.56,6556.02
100000373,2025-02,17555.58,11118.84,6436.74
100000373,2025-03,17555.58,10917.65,6637.93
100000373,2025-04,17555.58,11645.88,5909.7
100000373,2025-05,17555.58,10514.33,7041.25
100000373,2025-06,17555.58,10941.96,6613.62
100000373,2025-07,17555.58,11310.98,6244.6
100000373,2025-08,17555.58,10619.7,6935.88
100000373,2025-09,17555.58,10167.74,7387.84
100000373,2025-10,17555.58,10591.29,6964.29
100000373,2025-11,17555.58,10212.18,7343.4
100000373,2025-12,17555.58,10782.5,6773.08
100000373,2026-01,17555.58,10980.61,6574.97
100000373,2026-02,17555.58,10495.11,7060.47
100000373,2026-03,17555.58,10728.93,6826.65
100000373,2026-04,17555.58,10595.29,6960.29
100000373,2026-05,17555.58,10649.14,6906.44
100000373,2026-06,17555.58,10996.75,6558.83
100000373,2026-07,17555.58,10722.35,6833.23
100000374,2024-08,18555.46,10272.53,8282.93
100000374,2024-09,18555.46,10397.45,8158.01
100000374,2024-10,18555.46,9989.68,8565.78
100000374,2024-11,18555.46,10477.72,8077.74
100000374,2024-12,18555.46,10050.72,8504.74
100000374,2025-01,18555.46,10815.93,7739.53
100000374,2025-02,18555.46,9947.03,8608.43
100000374,2025-03,18555.46,10173.7,8381.76
100000374,2025-04,18555.46,10102.89,8452.57
100000374,2025-05,18555.46,10614.37,7941.09
100000374,2025-06,18555.46,10040.78,8514.68
100000374,2025-07,18555.46,9824.66,8730.8
100000374,2025-08,18555.46,10235.75,8319.71
100000374,2025-09,18555.46,10274.78,8280.68
100000374,2025-10,18555.46,10198.06,8357.4
