accountNumber,type,amount,frequency
100000359,subscription_debit,338.28,monthly
100000360,subscription_debit,399.64,monthly
100000361,subscription_debit,415.77,monthly
100000362,subscription_debit,316.95,monthly
100000363,credit_card_min_payment,315.33,monthly
100000363,subscription_debit,153.1,monthly
100000364,loan_installment,322.93,monthly
100000364,subscription_debit,275.61,monthly
100000365,loan_installment,1826.56,monthly
100000365,credit_card_min_payment,874.14,monthly
100000365,subscription_debit,407.18,monthly
100000366,credit_card_min_payment,874.11,monthly
100000366,subscription_debit,309.07,monthly
100000367,subscription_debit,260.91,monthly
100000368,loan_installment,1576.66,monthly
100000368,credit_card_min_payment,581.11,monthly
100000368,subscription_debit,252.1,monthly
100000369,credit_card_min_payment,2290.97,monthly
100000369,subscription_debit,275.65,monthly
100000370,subscription_debit,296.25,monthly
100000371,subscription_debit,223.94,monthly
100000372,credit_card_min_payment,366.08,monthly
100000372,subscription_debit,298.79,monthly
100000373,loan_installment,1117.25,monthly
100000373,credit_card_min_payment,502.55,monthly
100000373,subscription_debit,366.56,monthly
100000374,loan_installment,1176.22,monthly
100000374,subscription_debit,280.43,monthly
100000375,subscription_debit,409.54,monthly
100000376,loan_installment,2571.12,monthly
100000376,subscription_debit,368.28,monthly
100000377,subscription_debit,456.11,monthly
100000378,loan_installment,1229.79,monthly
100000378,credit_card_min_payment,642.18,monthly
100000378,subscription_debit,200.96,monthly
100000379,credit_card_min_payment,323.54,monthly
100000379,subscription_debit,309.36,monthly
100000380,loan_installment,758.88,monthly
100000380,credit_card_min_payment,351.17,monthly
100000380,subscription_debit,254.35,monthly
100000381,subscription_debit,197.41,monthly
100000382,loan_installment,962.97,monthly
100000382,subscription_debit,267.0,monthly
100000383,loan_installment,2008.73,monthly
100000383,credit_card_min_payment,890.84,monthly
100000383,subscription_debit,336.07,monthly
100000384,loan_installment,1000.32,monthly
100000384,subscription_debit,432.49,monthly
100000385,loan_installment,1229.54,monthly
100000385,subscription_debit,106.49,monthly
100000386,credit_card_min_payment,276.91,monthly
100000386,subscription_debit,288.36,monthly
100000387,credit_card_min_payment,2422.6,monthly
100000387,subscription_debit,425.43,monthly
100000388,loan_installment,351.14,monthly
100000388,subscription_debit,258.33,monthly
100000389,subscription_debit,290.03,monthly
100000390,credit_card_min_payment,1587.46,monthly
100000390,subscription_debit,579.54,monthly
100000391,subscription_debit,401.23,monthly
100000392,credit_card_min_payment,1297.75,monthly
100000392,subscription_debit,453.19,monthly
100000393,loan_installment,3414.2,monthly
100000393,credit_card_min_payment,583.62,monthly
100000393,subscription_debit,290.47,monthly
100000394,subscription_debit,156.37,monthly
100000395,subscription_debit,233.76,monthly
100000396,subscription_debit,480.14,monthly
100000397,loan_installment,1654.57,monthly
100000397,subscription_debit,498.7,monthly
100000398,credit_card_min_payment,555.09,monthly
100000398,subscription_debit,260.98,monthly
100000399,loan_installment,2657.74,monthly
100000399,credit_card_min_payment,917.87,monthly
100000399,subscription_debit,311.84,monthly
100000400,credit_card_min_payment,472.98,monthly
100000400,subscription_debit,387.72,monthly
100000401,subscription_debit,369.54,monthly
100000402,subscription_debit,156.63,monthly
100000403,loan_installment,2533.38,monthly
100000403,credit_card_min_payment,1514.13,monthly
100000403,subscription_debit,426.14,monthly
100000404,loan_installment,4847.26,monthly
100000404,credit_card_min_payment,2256.07,monthly
100000404,subscription_debit,295.2,monthly
100000405,loan_installment,2014.11,monthly
100000405,credit_card_min_payment,827.63,monthly
100000405,subscription_debit,190.03,monthly
100000406,subscription_debit,395.59,monthly
100000407,loan_installment,2609.7,monthly
100000407,credit_card_min_payment,1301.46,monthly
100000407,subscription_debit,295.62,monthly
100000408,subscription_debit,288.24,monthly
100000409,loan_installment,2407.84,monthly
100000409,subscription_debit,244.86,monthly
100000410,loan_installment,419.38,monthly
100000410,credit_card_min_payment,262.7,monthly
100000410,subscription_debit,245.41,monthly
100000411,loan_installment,481.33,monthly
100000411,credit_card_min_payment,611.69,monthly
100000411,subscription_debit,263.93,monthly
100000412,loan_installment,1515.2,monthly
100000412,credit_card_min_payment,565.93,monthly
100000412,subscription_debit,588.88,monthly
100000413,loan_installment,2258.47,monthly
100000413,credit_card_min_payment,633.67,monthly
100000413,subscription_debit,322.58,monthly
100000414,subscription_debit,142.02,monthly
100000415,credit_card_min_payment,148.78,monthly
100000415,subscription_debit,373.26,monthly
100000416,subscription_debit,497.27,monthly
100000417,credit_card_min_payment,1551.49,monthly
100000417,subscription_debit,463.82,monthly
100000418,credit_card_min_payment,518.85,monthly
100000418,subscription_debit,239.24,monthly
100000419,subscription_debit,184.92,monthly
100000420,subscription_debit,479.7,monthly
100000421,subscription_debit,463.98,monthly
100000422,subscription_debit,475.09,monthly
100000423,loan_installment,962.83,monthly
100000423,credit_card_min_payment,780.58,monthly
100000423,subscription_debit,222.48,monthly
100000424,loan_installment,762.8,monthly
100000424,credit_card_min_payment,859.95,monthly
100000424,subscription_debit,230.5,monthly
100000425,loan_installment,867.28,monthly
100000425,subscription_debit,303.04,monthly
100000426,loan_installment,541.52,monthly
100000426,credit_card_min_payment,535.59,monthly
100000426,subscription_debit,188.1,monthly
100000427,subscription_debit,210.21,monthly
100000428,subscription_debit,455.94,monthly
100000429,credit_card_min_payment,133.68,monthly
100000429,subscription_debit,192.11,monthly
100000430,credit_card_min_payment,1928.07,monthly
100000430,subscription_debit,453.58,monthly
100000431,credit_card_min_payment,940.87,monthly
100000431,subscription_debit,194.53,monthly
100000432,subscription_debit,223.29,monthly
100000433,loan_installment,2848.29,monthly
100000433,credit_card_min_payment,1408.4,monthly
100000433,subscription_debit,258.61,monthly
100000434,loan_installment,2998.38,monthly
100000434,credit_card_min_payment,1222.45,monthly
100000434,subscription_debit,215.92,monthly
100000435,loan_installment,969.09,monthly
100000435,credit_card_min_payment,263.67,monthly
100000435,subscription_debit,256.77,monthly
100000436,subscription_debit,388.56,monthly
100000437,loan_installment,494.09,monthly
100000437,subscription_debit,214.91,monthly
100000438,loan_installment,415.75,monthly
100000438,credit_card_min_payment,263.04,monthly
100000438,subscription_debit,241.08,monthly
100000439,loan_installment,1682.99,monthly
100000439,credit_card_min_payment,581.91,monthly
100000439,subscription_debit,246.89,monthly
100000440,credit_card_min_payment,372.07,monthly
100000440,subscription_debit,410.56,monthly
100000441,subscription_debit,449.79,monthly
100000442,loan_installment,2814.94,monthly
100000442,credit_card_min_payment,514.25,monthly
100000442,subscription_debit,336.4,monthly
100000443,loan_installment,2080.15,monthly
100000443,credit_card_min_payment,1229.8,monthly
100000443,subscription_debit,270.78,monthly
100000444,subscription_debit,175.82,monthly
100000445,credit_card_min_payment,720.51,monthly
100000445,subscription_debit,242.47,monthly
100000446,loan_installment,1749.65,monthly
100000446,subscription_debit,439.07,monthly
100000447,loan_installment,1176.02,monthly
100000447,credit_card_min_payment,595.09,monthly
100000447,subscription_debit,230.14,monthly
100000448,loan_installment,626.73,monthly
100000448,subscription_debit,269.02,monthly
100000449,subscription_debit,220.77,monthly
100000450,subscription_debit,271.15,monthly
100000451,loan_installment,974.23,monthly
100000451,subscription_debit,336.7,monthly
100000452,loan_installment,1691.7,monthly
100000452,credit_card_min_payment,1773.3,monthly
100000452,subscription_debit,401.85,monthly
100000453,loan_installment,979.55,monthly
100000453,credit_card_min_payment,84.71,monthly
100000453,subscription_debit,117.65,monthly
100000454,subscription_debit,409.5,monthly
100000455,credit_card_min_payment,579.05,monthly
100000455,subscription_debit,272.08,monthly
100000456,subscription_debit,211.47,monthly
100000457,loan_installment,1050.65,monthly
100000457,subscription_debit,187.5,monthly
100000458,credit_card_min_payment,341.81,monthly
100000458,subscription_debit,551.75,monthly
100000459,loan_installment,1200.57,monthly
100000459,credit_card_min_payment,371.49,monthly
100000459,subscription_debit,404.24,monthly
100000460,credit_card_min_payment,884.24,monthly
100000460,subscription_debit,272.23,monthly
100000461,loan_installment,1810.26,monthly
100000461,credit_card_min_payment,579.22,monthly
100000461,subscription_debit,225.05,monthly
100000462,subscription_debit,254.21,monthly
100000463,credit_card_min_payment,250.52,monthly
100000463,subscription_debit,143.33,monthly
100000464,loan_installment,1554.27,monthly
100000464,subscription_debit,324.47,monthly
100000465,loan_installment,991.78,monthly
100000465,subscription_debit,189.93,monthly
100000466,credit_card_min_payment,197.07,monthly
100000466,subscription_debit,185.45,monthly
100000467,loan_installment,4772.02,monthly
100000467,subscription_debit,284.95,monthly
100000468,credit_card_min_payment,533.08,monthly
100000468,subscription_debit,332.23,monthly
100000469,loan_installment,1746.49,monthly
100000469,credit_card_min_payment,732.82,monthly
100000469,subscription_debit,270.28,monthly
100000470,subscription_debit,225.54,monthly
100000471,subscription_debit,307.24,monthly
100000472,credit_card_min_payment,976.21,monthly
100000472,subscription_debit,361.82,monthly
100000473,subscription_debit,370.07,monthly
100000474,subscription_debit,224.29,monthly
100000475,loan_installment,998.26,monthly
100000475,credit_card_min_payment,388.05,monthly
100000475,subscription_debit,391.36,monthly
100000476,loan_installment,987.8,monthly
100000476,subscription_debit,191.15,monthly
100000477,credit_card_min_payment,1796.55,monthly
100000477,subscription_debit,302.68,monthly
100000478,subscription_debit,167.29,monthly
100000479,loan_installment,973.78,monthly
100000479,credit_card_min_payment,282.41,monthly
100000479,subscription_debit,207.49,monthly
100000480,subscription_debit,229.42,monthly
100000481,credit_card_min_payment,286.99,monthly
100000481,subscription_debit,330.09,monthly
100000482,credit_card_min_payment,244.37,monthly
100000482,subscription_debit,223.87,monthly
100000483,subscription_debit,255.13,monthly
100000484,credit_card_min_payment,910.2,monthly
100000484,subscription_debit,153.81,monthly
100000485,subscription_debit,158.1,monthly
100000486,loan_installment,1618.87,monthly
100000486,credit_card_min_payment,501.17,monthly
100000486,subscription_debit,343.65,monthly
100000487,credit_card_min_payment,620.09,monthly
100000487,subscription_debit,425.42,monthly
100000488,loan_installment,1674.46,monthly
100000488,credit_card_min_payment,1119.0,monthly
100000488,subscription_debit,241.09,monthly
100000489,subscription_debit,660.12,monthly
100000490,loan_installment,3547.55,monthly
100000490,credit_card_min_payment,1209.3,monthly
100000490,subscription_debit,453.74,monthly
100000491,loan_installment,2755.13,monthly
100000491,credit_card_min_payment,1313.73,monthly
100000491,subscription_debit,308.84,monthly
100000492,subscription_debit,463.57,monthly
100000493,loan_installment,1588.54,monthly
100000493,credit_card_min_payment,276.7,monthly
100000493,subscription_debit,375.68,monthly
100000494,loan_installment,1420.64,monthly
100000494,subscription_debit,461.37,monthly
100000495,loan_installment,1584.42,monthly
100000495,credit_card_min_payment,421.06,monthly
100000495,subscription_debit,408.39,monthly
100000496,subscription_debit,252.91,monthly
100000497,subscription_debit,159.79,monthly
100000498,credit_card_min_payment,438.43,monthly
100000498,subscription_debit,168.19,monthly
100000499,subscription_debit,332.99,monthly
100000500,loan_installment,2082.64,monthly
100000500,credit_card_min_payment,442.51,monthly
100000500,subscription_debit,322.22,monthly
100000501,credit_card_min_payment,1300.94,monthly
100000501,subscription_debit,468.01,monthly
100000502,loan_installment,1947.26,monthly
100000502,credit_card_min_payment,393.99,monthly
100000502,subscription_debit,282.06,monthly
100000503,loan_installment,622.64,monthly
100000503,subscription_debit,405.81,monthly
100000504,credit_card_min_payment,153.32,monthly
100000504,subscription_debit,300.42,monthly
100000505,credit_card_min_payment,191.16,monthly
100000505,subscription_debit,228.88,monthly
100000506,loan_installment,5076.44,monthly
100000506,subscription_debit,372.54,monthly
100000507,loan_installment,348.83,monthly
100000507,credit_card_min_payment,164.04,monthly
100000507,subscription_debit,396.53,monthly
100000508,subscription_debit,254.65,monthly
100000509,credit_card_min_payment,195.58,monthly
100000509,subscription_debit,178.31,monthly
100000510,loan_installment,2668.78,monthly
100000510,credit_card_min_payment,579.23,monthly
100000510,subscription_debit,466.59,monthly
100000511,subscription_debit,292.64,monthly
100000512,loan_installment,1502.32,monthly
100000512,credit_card_min_payment,763.81,monthly
100000512,subscription_debit,339.01,monthly
100000513,loan_installment,833.85,monthly
100000513,credit_card_min_payment,274.86,monthly
100000513,subscription_debit,193.58,monthly
100000514,loan_installment,1732.95,monthly
100000514,credit_card_min_payment,722.44,monthly
100000514,subscription_debit,406.68,monthly
100000515,subscription_debit,306.49,monthly
100000516,credit_card_min_payment,336.69,monthly
100000516,subscription_debit,117.75,monthly
100000517,loan_installment,785.32,monthly
100000517,subscription_debit,198.03,monthly
100000518,loan_installment,1715.93,monthly
100000518,credit_card_min_payment,440.79,monthly
100000518,subscription_debit,374.74,monthly
100000519,credit_card_min_payment,816.39,monthly
100000519,subscription_debit,220.23,monthly
100000520,credit_card_min_payment,345.88,monthly
100000520,subscription_debit,197.66,monthly
100000521,loan_installment,697.62,monthly
100000521,subscription_debit,254.68,monthly
100000522,credit_card_min_payment,2329.99,monthly
100000522,subscription_debit,644.57,monthly
100000523,subscription_debit,245.32,monthly
100000524,credit_card_min_payment,347.67,monthly
100000524,subscription_debit,396.83,monthly
100000525,loan_installment,799.51,monthly
100000525,credit_card_min_payment,111.92,monthly
100000525,subscription_debit,261.01,monthly
100000526,loan_installment,2039.74,monthly
100000526,credit_card_min_payment,423.85,monthly
100000526,subscription_debit,447.28,monthly
100000527,subscription_debit,237.53,monthly
100000528,subscription_debit,333.91,monthly
100000529,credit_card_min_payment,359.57,monthly
100000529,subscription_debit,386.44,monthly
100000530,loan_installment,409.97,monthly
100000530,credit_card_min_payment,201.34,monthly
100000530,subscription_debit,234.44,monthly
100000531,credit_card_min_payment,1837.8,monthly
100000531,subscription_debit,404.86,monthly
100000532,loan_installment,4312.58,monthly
100000532,subscription_debit,221.96,monthly
100000533,credit_card_min_payment,1018.7,monthly
100000533,subscription_debit,360.91,monthly
100000534,credit_card_min_payment,686.62,monthly
100000534,subscription_debit,516.16,monthly
100000535,subscription_debit,281.29,monthly
100000536,loan_installment,2371.52,monthly
100000536,subscription_debit,261.87,monthly
100000537,loan_installment,3974.36,monthly
100000537,subscription_debit,410.67,monthly
100000538,subscription_debit,635.11,monthly
100000539,loan_installment,2306.04,monthly
100000539,subscription_debit,294.96,monthly
100000540,loan_installment,634.71,monthly
100000540,credit_card_min_payment,631.1,monthly
100000540,subscription_debit,337.73,monthly
100000541,loan_installment,2909.16,monthly
100000541,credit_card_min_payment,856.33,monthly
100000541,subscription_debit,241.36,monthly
100000542,subscription_debit,433.86,monthly
100000543,subscription_debit,341.84,monthly
100000544,loan_installment,421.82,monthly
100000544,credit_card_min_payment,447.84,monthly
100000544,subscription_debit,321.62,monthly
100000545,credit_card_min_payment,223.72,monthly
100000545,subscription_debit,181.56,monthly
100000546,credit_card_min_payment,473.26,monthly
100000546,subscription_debit,298.81,monthly
100000547,credit_card_min_payment,366.97,monthly
100000547,subscription_debit,603.81,monthly
100000548,loan_installment,1182.12,monthly
100000548,credit_card_min_payment,604.79,monthly
100000548,subscription_debit,176.6,monthly
100000549,loan_installment,5027.85,monthly
100000549,credit_card_min_payment,1283.16,monthly
100000549,subscription_debit,216.6,monthly
100000550,credit_card_min_payment,725.38,monthly
100000550,subscription_debit,485.71,monthly
100000551,loan_installment,1984.84,monthly
100000551,subscription_debit,265.44,monthly
100000552,loan_installment,1269.25,monthly
100000552,credit_card_min_payment,522.07,monthly
100000552,subscription_debit,188.4,monthly
100000553,credit_card_min_payment,1727.77,monthly
100000553,subscription_debit,719.68,monthly
100000554,subscription_debit,218.75,monthly
100000555,loan_installment,6928.64,monthly
100000555,subscription_debit,599.12,monthly
100000556,credit_card_min_payment,402.19,monthly
100000556,subscription_debit,161.05,monthly
100000557,loan_installment,2452.04,monthly
100000557,subscription_debit,452.92,monthly
100000558,subscription_debit,291.22,monthly
100000559,credit_card_min_payment,452.55,monthly
100000559,subscription_debit,471.38,monthly
100000560,loan_installment,740.79,monthly
100000560,subscription_debit,135.51,monthly
100000561,credit_card_min_payment,784.93,monthly
100000561,subscription_debit,284.87,monthly
100000562,loan_installment,2868.06,monthly
100000562,credit_card_min_payment,1106.43,monthly
100000562,subscription_debit,359.81,monthly
100000563,loan_installment,348.02,monthly
100000563,subscription_debit,262.67,monthly
100000564,credit_card_min_payment,500.25,monthly
100000564,subscription_debit,199.02,monthly
100000565,credit_card_min_payment,491.54,monthly
100000565,subscription_debit,292.09,monthly
100000566,loan_installment,5093.66,monthly
100000566,subscription_debit,431.06,monthly
100000567,credit_card_min_payment,905.91,monthly
100000567,subscription_debit,581.21,monthly
100000568,credit_card_min_payment,1499.77,monthly
100000568,subscription_debit,536.77,monthly
100000569,loan_installment,1994.71,monthly
100000569,subscription_debit,233.43,monthly
100000570,loan_installment,704.14,monthly
100000570,subscription_debit,248.65,monthly
100000571,loan_installment,1125.4,monthly
100000571,subscription_debit,315.27,monthly
100000572,loan_installment,1607.52,monthly
100000572,subscription_debit,114.91,monthly
100000573,loan_installment,566.99,monthly
100000573,subscription_debit,200.87,monthly
100000574,loan_installment,2760.83,monthly
100000574,credit_card_min_payment,1068.78,monthly
100000574,subscription_debit,225.94,monthly
100000575,credit_card_min_payment,211.27,monthly
100000575,subscription_debit,178.51,monthly
100000576,loan_installment,387.1,monthly
100000576,subscription_debit,225.71,monthly
100000577,credit_card_min_payment,552.61,monthly
100000577,subscription_debit,228.52,monthly
100000578,loan_installment,1108.69,monthly
100000578,subscription_debit,397.21,monthly
100000579,credit_card_min_payment,655.8,monthly
100000579,subscription_debit,170.82,monthly
100000580,subscription_debit,253.59,monthly
100000581,loan_installment,3406.94,monthly
100000581,subscription_debit,375.92,monthly
100000582,credit_card_min_payment,422.5,monthly
100000582,subscription_debit,187.74,monthly
100000583,subscription_debit,181.96,monthly
100000584,subscription_debit,304.42,monthly
100000585,credit_card_min_payment,681.0,monthly
100000585,subscription_debit,441.01,monthly
100000586,credit_card_min_payment,810.4,monthly
100000586,subscription_debit,256.01,monthly
100000587,subscription_debit,378.41,monthly
100000588,credit_card_min_payment,186.74,monthly
100000588,subscription_debit,243.24,monthly
100000589,subscription_debit,418.62,monthly
100000590,loan_installment,629.99,monthly
100000590,credit_card_min_payment,75.43,monthly
100000590,subscription_debit,306.53,monthly
100000591,loan_installment,1067.81,monthly
100000591,subscription_debit,176.39,monthly
100000592,credit_card_min_payment,182.43,monthly
100000592,subscription_debit,276.64,monthly
100000593,loan_installment,1267.49,monthly
100000593,credit_card_min_payment,133.54,monthly
100000593,subscription_debit,180.6,monthly
100000594,loan_installment,651.33,monthly
100000594,credit_card_min_payment,445.77,monthly
100000594,subscription_debit,344.7,monthly
100000595,loan_installment,1847.82,monthly
100000595,credit_card_min_payment,299.97,monthly
100000595,subscription_debit,409.8,monthly
100000596,subscription_debit,176.96,monthly
100000597,loan_installment,703.29,monthly
100000597,subscription_debit,194.52,monthly
100000598,subscription_debit,562.23,monthly
100000599,credit_card_min_payment,726.14,monthly
100000599,subscription_debit,525.01,monthly
100000600,subscription_debit,560.56,monthly
100000601,subscription_debit,257.92,monthly
100000602,credit_card_min_payment,384.23,monthly
100000602,subscription_debit,293.41,monthly
100000603,credit_card_min_payment,371.52,monthly
100000603,subscription_debit,184.96,monthly
100000604,subscription_debit,149.15,monthly
100000605,loan_installment,1146.99,monthly
100000605,subscription_debit,315.01,monthly
100000606,subscription_debit,361.97,monthly
100000607,loan_installment,793.2,monthly
100000607,subscription_debit,363.51,monthly
100000608,loan_installment,507.32,monthly
100000608,subscription_debit,200.61,monthly
100000609,subscription_debit,339.24,monthly
100000610,subscription_debit,270.98,monthly
100000611,loan_installment,748.85,monthly
100000611,credit_card_min_payment,299.1,monthly
100000611,subscription_debit,160.82,monthly
100000612,subscription_debit,249.02,monthly
100000613,credit_card_min_payment,2289.6,monthly
100000613,subscription_debit,583.81,monthly
100000614,loan_installment,2893.08,monthly
100000614,credit_card_min_payment,1518.52,monthly
100000614,subscription_debit,323.61,monthly
100000615,credit_card_min_payment,383.43,monthly
100000615,subscription_debit,419.32,monthly
100000616,credit_card_min_payment,203.42,monthly
100000616,subscription_debit,388.76,monthly
100000617,credit_card_min_payment,990.25,monthly
100000617,subscription_debit,182.9,monthly
100000618,subscription_debit,342.64,monthly
100000619,loan_installment,1596.64,monthly
100000619,subscription_debit,344.37,monthly
100000620,loan_installment,1772.54,monthly
100000620,credit_card_min_payment,1097.92,monthly
100000620,subscription_debit,397.02,monthly
100000621,subscription_debit,398.31,monthly
100000622,credit_card_min_payment,525.11,monthly
100000622,subscription_debit,216.41,monthly
100000623,credit_card_min_payment,1831.05,monthly
100000623,subscription_debit,329.48,monthly
100000624,loan_installment,918.21,monthly
100000624,subscription_debit,262.78,monthly
100000625,loan_installment,2482.11,monthly
100000625,credit_card_min_payment,595.97,monthly
100000625,subscription_debit,248.45,monthly
100000626,credit_card_min_payment,655.4,monthly
100000626,subscription_debit,336.07,monthly
100000627,subscription_debit,288.51,monthly
100000628,loan_installment,633.72,monthly
100000628,credit_card_min_payment,663.92,monthly
100000628,subscription_debit,184.0,monthly
100000629,credit_card_min_payment,807.41,monthly
100000629,subscription_debit,316.08,monthly
100000630,loan_installment,508.65,monthly
100000630,subscription_debit,212.58,monthly
100000631,subscription_debit,264.15,monthly
100000632,loan_installment,1346.91,monthly
100000632,credit_card_min_payment,752.62,monthly
100000632,subscription_debit,226.53,monthly
100000633,loan_installment,1453.62,monthly
100000633,subscription_debit,228.04,monthly
100000634,subscription_debit,355.81,monthly
100000635,loan_installment,586.39,monthly
100000635,credit_card_min_payment,358.43,monthly
100000635,subscription_debit,120.38,monthly
100000636,loan_installment,1273.66,monthly
100000636,credit_card_min_payment,541.82,monthly
100000636,subscription_debit,149.14,monthly
100000637,credit_card_min_payment,2327.92,monthly
100000637,subscription_debit,498.86,monthly
100000638,credit_card_min_payment,839.64,monthly
100000638,subscription_debit,270.03,monthly
100000639,credit_card_min_payment,746.49,monthly
100000639,subscription_debit,286.49,monthly
100000640,subscription_debit,529.15,monthly
100000641,subscription_debit,242.8,monthly
100000642,loan_installment,825.62,monthly
100000642,credit_card_min_payment,1240.48,monthly
100000642,subscription_debit,195.81,monthly
100000643,credit_card_min_payment,377.26,monthly
100000643,subscription_debit,221.97,monthly
100000644,credit_card_min_payment,306.29,monthly
100000644,subscription_debit,236.74,monthly
100000645,credit_card_min_payment,957.49,monthly
100000645,subscription_debit,460.93,monthly
100000646,subscription_debit,368.52,monthly
100000647,credit_card_min_payment,317.7,monthly
100000647,subscription_debit,232.4,monthly
100000648,loan_installment,3537.98,monthly
100000648,subscription_debit,269.44,monthly
100000649,loan_installment,1990.09,monthly
100000649,credit_card_min_payment,491.09,monthly
100000649,subscription_debit,352.88,monthly
100000650,subscription_debit,198.27,monthly
100000651,credit_card_min_payment,860.06,monthly
100000651,subscription_debit,168.92,monthly
100000652,credit_card_min_payment,1340.6,monthly
100000652,subscription_debit,269.83,monthly
100000653,loan_installment,1625.4,monthly
100000653,credit_card_min_payment,1998.2,monthly
100000653,subscription_debit,544.0,monthly
100000654,credit_card_min_payment,493.32,monthly
100000654,subscription_debit,347.87,monthly
100000655,loan_installment,2407.81,monthly
100000655,subscription_debit,277.45,monthly
100000656,credit_card_min_payment,614.01,monthly
100000656,subscription_debit,322.04,monthly
100000657,credit_card_min_payment,1087.69,monthly
100000657,subscription_debit,382.03,monthly
100000658,loan_installment,598.84,monthly
100000658,credit_card_min_payment,335.87,monthly
100000658,subscription_debit,332.41,monthly
100000659,credit_card_min_payment,217.54,monthly
100000659,subscription_debit,300.94,monthly
100000660,credit_card_min_payment,166.1,monthly
100000660,subscription_debit,320.02,monthly
100000661,credit_card_min_payment,221.45,monthly
100000661,subscription_debit,194.94,monthly
100000662,loan_installment,995.03,monthly
100000662,credit_card_min_payment,506.09,monthly
100000662,subscription_debit,204.24,monthly
100000663,credit_card_min_payment,347.16,monthly
100000663,subscription_debit,410.11,monthly
100000664,loan_installment,787.03,monthly
100000664,subscription_debit,433.03,monthly
100000665,loan_installment,3095.76,monthly
100000665,subscription_debit,130.75,monthly
100000666,loan_installment,664.88,monthly
100000666,subscription_debit,287.28,monthly
100000667,loan_installment,5983.05,monthly
100000667,credit_card_min_payment,1704.51,monthly
100000667,subscription_debit,312.04,monthly
100000668,credit_card_min_payment,1385.98,monthly
100000668,subscription_debit,302.08,monthly
100000669,credit_card_min_payment,434.42,monthly
100000669,subscription_debit,280.61,monthly
100000670,loan_installment,803.31,monthly
100000670,subscription_debit,317.65,monthly
100000671,credit_card_min_payment,700.41,monthly
100000671,subscription_debit,253.54,monthly
100000672,loan_installment,337.78,monthly
100000672,credit_card_min_payment,302.48,monthly
100000672,subscription_debit,290.02,monthly
100000673,credit_card_min_payment,150.96,monthly
100000673,subscription_debit,367.96,monthly
100000674,credit_card_min_payment,672.57,monthly
100000674,subscription_debit,262.93,monthly
100000675,subscription_debit,236.74,monthly
100000676,subscription_debit,359.24,monthly
100000677,loan_installment,1064.4,monthly
100000677,credit_card_min_payment,309.1,monthly
100000677,subscription_debit,364.26,monthly
100000678,loan_installment,903.48,monthly
100000678,subscription_debit,260.98,monthly
100000679,loan_installment,905.77,monthly
100000679,subscription_debit,227.37,monthly
100000680,credit_card_min_payment,461.54,monthly
100000680,subscription_debit,139.34,monthly
100000681,loan_installment,2188.31,monthly
100000681,subscription_debit,214.05,monthly
100000682,credit_card_min_payment,127.61,monthly
100000682,subscription_debit,305.79,monthly
100000683,loan_installment,545.07,monthly
100000683,credit_card_min_payment,219.19,monthly
100000683,subscription_debit,179.36,monthly
100000684,loan_installment,1500.05,monthly
100000684,credit_card_min_payment,1010.15,monthly
100000684,subscription_debit,281.0,monthly
100000685,loan_installment,3017.45,monthly
100000685,credit_card_min_payment,1690.97,monthly
100000685,subscription_debit,293.44,monthly
100000686,credit_card_min_payment,444.79,monthly
100000686,subscription_debit,339.62,monthly
100000687,loan_installment,1420.92,monthly
100000687,credit_card_min_payment,618.76,monthly
100000687,subscription_debit,298.78,monthly
100000688,loan_installment,408.12,monthly
100000688,subscription_debit,354.33,monthly
100000689,subscription_debit,463.29,monthly
100000690,subscription_debit,340.68,monthly
100000691,loan_installment,1160.5,monthly
100000691,credit_card_min_payment,347.6,monthly
100000691,subscription_debit,242.97,monthly
100000692,loan_installment,1189.77,monthly
100000692,subscription_debit,178.01,monthly
100000693,loan_installment,329.34,monthly
100000693,subscription_debit,131.07,monthly
100000694,loan_installment,1506.52,monthly
100000694,subscription_debit,253.47,monthly
100000695,subscription_debit,351.25,monthly
100000696,loan_installment,593.11,monthly
100000696,subscription_debit,282.36,monthly
100000697,subscription_debit,292.2,monthly
100000698,subscription_debit,467.94,monthly
100000699,credit_card_min_payment,1485.29,monthly
100000699,subscription_debit,599.42,monthly
100000700,loan_installment,2071.29,monthly
100000700,credit_card_min_payment,246.88,monthly
100000700,subscription_debit,324.02,monthly
100000701,credit_card_min_payment,302.94,monthly
100000701,subscription_debit,200.7,monthly
100000702,subscription_debit,454.18,monthly
100000703,loan_installment,1884.44,monthly
100000703,credit_card_min_payment,1231.68,monthly
100000703,subscription_debit,239.58,monthly
100000704,loan_installment,3626.68,monthly
100000704,credit_card_min_payment,711.13,monthly
100000704,subscription_debit,575.9,monthly
100000705,subscription_debit,290.03,monthly
100000706,credit_card_min_payment,1056.05,monthly
100000706,subscription_debit,155.51,monthly
100000707,loan_installment,660.53,monthly
100000707,credit_card_min_payment,507.03,monthly
100000707,subscription_debit,398.01,monthly
100000708,subscription_debit,601.0,monthly
100000709,loan_installment,1493.2,monthly
100000709,credit_card_min_payment,735.67,monthly
100000709,subscription_debit,282.95,monthly
100000710,loan_installment,1438.81,monthly
100000710,subscription_debit,242.34,monthly
100000711,loan_installment,866.15,monthly
100000711,credit_card_min_payment,344.92,monthly
100000711,subscription_debit,339.6,monthly
100000712,credit_card_min_payment,691.0,monthly
100000712,subscription_debit,204.15,monthly
100000713,loan_installment,1241.09,monthly
100000713,subscription_debit,301.1,monthly
