person_id,accountNumber,age,years_of_experience,income_bracket,housing_status,base_salary_sar,fixed_allowances_sar,variable_allowances_avg_sar,has_mortgage,rent_sar,credit_card_balance_sar,loan_term_months,gross_salary_sar,employment_type,mortgage_installment_sar,other_loan_installments_sar,credit_card_min_payment_sar,requested_loan_amount_sar,loan_int_rate,new_loan_installment_sar,salary_linked_obligations_sar,total_obligations_sar,salary_dbr,total_obligation_ratio,salary_cap,total_cap,loan_percent_income,eligible_sama,has_active_request
257,100000257,37,15,2,rent,16769.47,3353.89,2276.38,0,3163.42,0.0,60,22399.74,employee,0.0,2565.98,0.0,187496.3,15.28,4488.13,7054.11,7054.11,0.3149,0.3149,0.3333,0.45,0.6975,1,1
258,100000258,66,0,3,mortgage,30189.61,6037.92,4118.52,1,0.0,43272.49,60,40346.05,retired,7603.93,2232.89,2163.62,501992.35,16.74,12405.73,16802.24,24406.17,0.4165,0.6049,0.25,0.65,1.0368,0,1
259,100000259,34,11,3,mortgage,44376.17,8875.23,6259.82,1,0.0,0.0,60,59511.22,employee,12161.06,0.0,0.0,688219.86,6.44,13446.48,13446.48,25607.54,0.2259,0.4303,0.3333,0.65,0.9637,1,1
260,100000260,56,33,1,rent,8970.27,1794.05,1126.34,0,1667.24,0.0,60,11890.66,employee,0.0,889.2,0.0,101679.6,9.74,2147.41,3036.61,3036.61,0.2554,0.2554,0.3333,0.45,0.7126,1,1
261,100000261,23,1,1,rent,4236.72,847.34,541.23,0,1335.84,0.0,60,5625.29,employee,0.0,254.25,0.0,21992.89,14.82,521.13,775.38,775.38,0.1378,0.1378,0.3333,0.45,0.3258,1,1
262,100000262,52,28,2,rent,11859.37,2371.87,1473.9,0,2501.24,9831.13,60,15705.15,employee,0.0,0.0,491.56,203185.23,11.94,4513.59,5005.15,5005.15,0.3187,0.3187,0.3333,0.45,1.0781,1,1
263,100000263,66,0,1,rent,5657.52,1131.5,771.62,0,1400.1,4245.84,60,7560.64,retired,0.0,0.0,212.29,128872.39,5.2,2443.81,2656.1,2656.1,0.3513,0.3513,0.25,0.45,1.4204,0,1
264,100000264,60,0,1,rent,11186.24,2237.25,1561.49,0,2687.04,0.0,60,14984.98,retired,0.0,462.32,0.0,68936.69,7.49,1381.02,1843.34,1843.34,0.123,0.123,0.25,0.45,0.3834,1,1
265,100000265,61,0,1,rent,8850.73,1770.15,1124.13,0,1921.62,3358.01,60,11745.01,retired,0.0,0.0,167.9,215316.89,16.48,5291.16,5459.06,5459.06,0.4648,0.4648,0.25,0.45,1.5277,0,1
266,100000266,45,21,3,rent,32239.28,6447.86,4218.4,0,9838.94,17098.28,60,42905.54,employee,0.0,0.0,854.91,190874.44,14.42,4482.99,5337.9,5337.9,0.1244,0.1244,0.3333,0.45,0.3707,1,1
267,100000267,43,21,2,rent,13340.55,2668.11,1710.35,0,2592.5,0.0,60,17719.0,employee,0.0,0.0,0.0,130709.39,6.98,2586.97,2586.97,2586.97,0.146,0.146,0.3333,0.45,0.6147,1,1
268,100000268,35,15,2,rent,16845.67,3369.13,2147.53,0,5322.63,15250.65,60,22362.33,employee,0.0,2466.21,762.53,152658.65,17.5,3835.12,7063.86,7063.86,0.3159,0.3159,0.3333,0.45,0.5689,1,1
269,100000269,36,12,2,rent,15144.7,3028.94,1997.53,0,4412.59,0.0,60,20171.17,employee,0.0,2303.1,0.0,230616.74,14.2,5389.99,7693.09,7693.09,0.3814,0.3814,0.3333,0.45,0.9527,0,1
270,100000270,29,7,2,mortgage,14380.77,2876.15,1919.12,1,0.0,0.0,60,19176.04,employee,3799.65,0.0,0.0,113147.4,10.67,2441.52,2441.52,6241.17,0.1273,0.3255,0.3333,0.65,0.4917,1,1
271,100000271,39,18,3,rent,39743.04,7948.61,5272.94,0,12338.12,28930.12,60,52964.59,employee,0.0,0.0,1446.51,670174.99,5.4,12770.21,14216.72,14216.72,0.2684,0.2684,0.3333,0.45,1.0544,1,1
272,100000272,39,19,3,mortgage,43759.68,8751.94,5688.99,1,0.0,0.0,60,58200.6,employee,12426.83,2416.61,0.0,698748.79,8.89,14467.6,16884.21,29311.04,0.2901,0.5036,0.3333,0.65,1.0005,1,1
273,100000273,25,1,1,rent,8379.17,1675.83,1106.89,0,2063.03,8446.11,60,11161.9,employee,0.0,977.72,422.31,130444.59,11.31,2856.39,4256.42,4256.42,0.3813,0.3813,0.3333,0.45,0.9739,0,1
274,100000274,70,0,1,mortgage,9571.38,1914.28,1267.16,1,0.0,2574.6,60,12752.82,retired,2607.33,1396.11,128.73,55959.23,6.71,1100.42,2625.26,5232.59,0.2059,0.4103,0.25,0.55,0.3657,1,1
275,100000275,45,21,3,mortgage,42503.46,8500.69,5810.0,1,0.0,0.0,60,56814.15,employee,11213.23,3212.66,0.0,683180.73,13.39,15681.19,18893.85,30107.08,0.3326,0.5299,0.3333,0.65,1.0021,1,1
276,100000276,41,21,2,mortgage,16418.3,3283.66,2086.42,1,0.0,18603.23,60,21788.38,employee,4730.3,0.0,930.16,232516.28,7.4,4648.11,5578.27,10308.57,0.256,0.4731,0.3333,0.65,0.8893,1,1
277,100000277,28,8,2,rent,12564.78,2512.96,1694.08,0,3660.95,0.0,60,16771.82,employee,0.0,0.0,0.0,214027.99,9.64,4509.64,4509.64,4509.64,0.2689,0.2689,0.3333,0.45,1.0634,1,1
278,100000278,41,18,2,mortgage,13697.86,2739.57,1814.76,1,0.0,0.0,60,18252.18,employee,4449.86,0.0,0.0,78933.9,7.14,1568.2,1568.2,6018.06,0.0859,0.3297,0.3333,0.65,0.3604,1,1
279,100000279,62,0,2,mortgage,15574.43,3114.89,2235.8,1,0.0,13490.62,60,20925.12,retired,4034.48,2648.25,674.53,348418.99,11.24,7617.24,10940.02,14974.5,0.5228,0.7156,0.25,0.65,1.3876,0,1
280,100000280,38,17,3,rent,39811.63,7962.33,5041.68,0,8574.8,0.0,60,52815.64,employee,0.0,5150.56,0.0,447003.66,8.01,9065.76,14216.32,14216.32,0.2692,0.2692,0.3333,0.45,0.7053,1,1
281,100000281,62,0,1,mortgage,5038.24,1007.65,653.74,1,0.0,0.0,60,6699.62,retired,1578.39,233.74,0.0,67566.97,9.57,1421.34,1655.08,3233.47,0.247,0.4826,0.25,0.55,0.8404,1,1
282,100000282,29,7,1,rent,7976.11,1595.22,1047.35,0,1841.84,10701.39,60,10618.67,employee,0.0,0.0,535.07,46637.47,12.53,1049.96,1585.03,1585.03,0.1493,0.1493,0.3333,0.45,0.366,1,1
283,100000283,62,0,2,mortgage,11444.59,2288.92,1470.07,1,0.0,0.0,60,15203.57,retired,2553.43,0.0,0.0,103144.35,5.94,1991.19,1991.19,4544.62,0.131,0.2989,0.25,0.65,0.5654,1,1
284,100000284,44,20,2,rent,14908.47,2981.69,2009.4,0,3379.56,0.0,60,19899.56,employee,0.0,0.0,0.0,241988.89,14.34,5673.4,5673.4,5673.4,0.2851,0.2851,0.3333,0.45,1.0134,1,1
285,100000285,30,8,1,rent,6989.73,1397.95,904.15,0,1456.04,10486.36,60,9291.82,employee,0.0,0.0,524.32,152385.2,5.07,2880.59,3404.91,3404.91,0.3664,0.3664,0.3333,0.45,1.3667,0,1
286,100000286,67,0,2,mortgage,17581.14,3516.23,2288.69,1,0.0,21724.38,60,23386.06,retired,5947.06,1784.71,1086.22,131421.63,14.29,3077.75,5948.68,11895.74,0.2544,0.5087,0.25,0.65,0.4683,0,1
287,100000287,41,19,2,rent,11485.16,2297.03,1589.65,0,2726.35,0.0,60,15371.84,employee,0.0,0.0,0.0,212999.92,10.5,4578.2,4578.2,4578.2,0.2978,0.2978,0.3333,0.45,1.1547,1,1
288,100000288,51,28,2,rent,15304.02,3060.8,1993.51,0,4351.75,0.0,60,20358.33,employee,0.0,0.0,0.0,137800.65,4.76,2585.34,2585.34,2585.34,0.127,0.127,0.3333,0.45,0.5641,1,1
289,100000289,36,13,2,rent,16601.54,3320.31,2252.67,0,4662.74,10270.77,60,22174.52,employee,0.0,0.0,513.54,123755.84,7.18,2461.04,2974.58,2974.58,0.1341,0.1341,0.3333,0.45,0.4651,1,1
290,100000290,52,28,3,mortgage,23398.75,4679.75,3056.19,1,0.0,35264.23,60,31134.68,employee,7434.04,3363.83,1763.21,420980.31,9.7,8882.57,14009.61,21443.65,0.45,0.6887,0.3333,0.65,1.1268,0,1
291,100000291,45,25,1,rent,6287.81,1257.56,861.0,0,1180.47,0.0,60,8406.37,employee,0.0,0.0,0.0,86580.33,14.19,2023.11,2023.11,2023.11,0.2407,0.2407,0.3333,0.45,0.8583,1,1
292,100000292,54,32,3,rent,42901.71,8580.34,5709.77,0,9884.72,0.0,60,57191.82,employee,0.0,0.0,0.0,326291.85,12.1,7274.68,7274.68,7274.68,0.1272,0.1272,0.3333,0.45,0.4754,1,1
293,100000293,38,14,3,rent,26041.83,5208.37,3473.53,0,7110.4,0.0,60,34723.72,employee,0.0,0.0,0.0,375346.78,9.09,7807.99,7807.99,7807.99,0.2249,0.2249,0.3333,0.45,0.9008,1,1
294,100000294,47,23,2,mortgage,12908.84,2581.77,1778.34,1,0.0,5374.47,60,17268.94,employee,3777.42,1716.49,268.72,95705.83,12.28,2142.49,4127.7,7905.12,0.239,0.4578,0.3333,0.65,0.4618,1,1
295,100000295,53,30,3,mortgage,23204.68,4640.94,3166.57,1,0.0,0.0,60,31012.19,employee,6803.21,0.0,0.0,587986.21,7.03,11651.16,11651.16,18454.37,0.3757,0.5951,0.3333,0.65,1.58,0,1
296,100000296,57,36,3,rent,37765.37,7553.07,5059.84,0,10238.78,12379.98,60,50378.29,employee,0.0,0.0,619.0,532620.01,11.04,11591.08,12210.08,12210.08,0.2424,0.2424,0.3333,0.45,0.881,1,1
297,100000297,37,15,1,rent,8676.06,1735.21,1115.59,0,2150.32,8674.43,60,11526.86,employee,0.0,0.0,433.72,191191.69,9.15,3982.76,4416.48,4416.48,0.3831,0.3831,0.3333,0.45,1.3822,0,1
298,100000298,28,4,1,rent,8963.07,1792.61,1182.78,0,2274.68,0.0,60,11938.46,employee,0.0,0.0,0.0,90880.59,4.77,1705.47,1705.47,1705.47,0.1429,0.1429,0.3333,0.45,0.6344,1,1
299,100000299,45,23,2,rent,12935.19,2587.04,1785.88,0,4085.19,0.0,60,17308.11,employee,0.0,2062.89,0.0,313583.89,4.64,5866.13,7929.02,7929.02,0.4581,0.4581,0.3333,0.45,1.5098,0,1
300,100000300,25,4,2,rent,12492.39,2498.48,1706.65,0,3647.06,19901.22,60,16697.51,employee,0.0,0.0,995.06,256691.58,10.23,5483.03,6478.09,6478.09,0.388,0.388,0.3333,0.45,1.2811,0,1
301,100000301,27,4,1,rent,7267.7,1453.54,945.16,0,2058.09,0.0,60,9666.39,employee,0.0,320.14,0.0,112823.2,13.63,2603.61,2923.75,2923.75,0.3025,0.3025,0.3333,0.45,0.9726,1,1
302,100000302,46,22,1,rent,9467.83,1893.57,1193.65,0,2355.13,0.0,60,12555.04,employee,0.0,596.86,0.0,187706.03,15.46,4510.96,5107.82,5107.82,0.4068,0.4068,0.3333,0.45,1.2459,0,1
303,100000303,31,7,2,mortgage,17148.47,3429.69,2245.98,1,0.0,0.0,60,22824.14,employee,3671.35,1898.88,0.0,217742.52,12.02,4845.76,6744.64,10415.99,0.2955,0.4564,0.3333,0.65,0.795,1,1
304,100000304,34,14,1,rent,4869.18,973.84,656.2,0,1230.58,1360.85,60,6499.22,employee,0.0,0.0,68.04,71923.73,11.35,1576.38,1644.42,1644.42,0.253,0.253,0.3333,0.45,0.9222,1,1
305,100000305,36,12,2,rent,17411.62,3482.32,2362.7,0,3887.76,9974.5,60,23256.65,employee,0.0,0.0,498.72,272905.62,4.93,5141.32,5640.04,5640.04,0.2425,0.2425,0.3333,0.45,0.9779,1,1
306,100000306,35,15,3,rent,28624.52,5724.9,3810.54,0,6114.21,0.0,60,38159.97,employee,0.0,0.0,0.0,642979.74,16.24,15718.13,15718.13,15718.13,0.4119,0.4119,0.3333,0.45,1.4041,0,1
307,100000307,68,0,1,rent,6539.93,1307.99,845.59,0,1846.18,3925.5,60,8693.5,retired,0.0,323.96,196.27,104233.9,12.33,2336.04,2856.27,2856.27,0.3286,0.3286,0.25,0.45,0.9992,0,1
308,100000308,57,0,1,mortgage,10679.75,2135.95,1386.9,1,0.0,0.0,60,14202.6,retired,3456.02,634.6,0.0,195349.65,15.2,4667.89,5302.49,8758.51,0.3733,0.6167,0.25,0.55,1.1462,0,1
309,100000309,41,21,1,rent,5152.45,1030.49,701.87,0,1466.08,6164.07,60,6884.81,employee,0.0,0.0,308.2,58049.26,10.81,1256.64,1564.84,1564.84,0.2273,0.2273,0.3333,0.45,0.7026,1,1
310,100000310,44,21,3,mortgage,19886.07,3977.21,2610.48,1,0.0,30805.18,60,26473.76,employee,4518.05,0.0,1540.26,189906.7,8.9,3932.94,5473.2,9991.25,0.2067,0.3774,0.3333,0.65,0.5978,1,1
311,100000311,37,13,1,rent,8328.85,1665.77,1099.92,0,2606.8,7350.64,60,11094.53,employee,0.0,1357.07,367.53,57045.48,14.76,1349.93,3074.53,3074.53,0.2771,0.2771,0.3333,0.45,0.4285,1,1
312,100000312,47,26,2,rent,13502.29,2700.46,1815.76,0,2896.53,13694.35,60,18018.5,employee,0.0,0.0,684.72,233539.44,17.28,5839.27,6523.99,6523.99,0.3621,0.3621,0.3333,0.45,1.0801,0,1
313,100000313,65,0,1,rent,9137.31,1827.46,1208.53,0,2146.72,0.0,60,12173.3,retired,0.0,1210.74,0.0,67332.58,10.12,1434.6,2645.34,2645.34,0.2173,0.2173,0.25,0.45,0.4609,1,1
314,100000314,54,34,3,mortgage,24189.96,4837.99,3353.61,1,0.0,35182.83,60,32381.56,employee,5569.94,0.0,1759.14,610581.35,7.25,12162.39,13921.53,19491.47,0.4299,0.6019,0.3333,0.65,1.5713,0,1
315,100000315,64,0,2,rent,15599.24,3119.85,1980.01,0,4173.6,8295.21,60,20699.1,retired,0.0,0.0,414.76,213432.93,9.89,4523.28,4938.04,4938.04,0.2386,0.2386,0.25,0.45,0.8593,1,1
316,100000316,35,14,2,rent,14086.3,2817.26,1866.42,0,3425.25,15973.48,60,18769.98,employee,0.0,0.0,798.67,161661.91,9.95,3430.86,4229.53,4229.53,0.2253,0.2253,0.3333,0.45,0.7177,1,1
317,100000317,52,29,3,mortgage,18988.19,3797.64,2543.39,1,0.0,21083.94,60,25329.22,employee,6538.89,0.0,1054.2,476931.5,5.94,9207.12,10261.32,16800.21,0.4051,0.6633,0.3333,0.65,1.5691,0,1
318,100000318,30,6,3,mortgage,39460.95,7892.19,5081.91,1,0.0,0.0,60,52435.05,employee,9794.58,4074.63,0.0,856938.49,17.42,21491.13,25565.76,35360.34,0.4876,0.6744,0.3333,0.65,1.3619,0,1
319,100000319,46,23,2,mortgage,15651.95,3130.39,2076.64,1,0.0,0.0,60,20858.98,employee,5313.41,0.0,0.0,300315.01,16.83,7436.18,7436.18,12749.59,0.3565,0.6112,0.3333,0.65,1.1998,0,1
320,100000320,59,38,1,mortgage,8089.04,1617.81,1013.24,1,0.0,0.0,60,10720.09,employee,2372.18,1107.04,0.0,129605.5,9.69,2734.01,3841.05,6213.23,0.3583,0.5796,0.3333,0.55,1.0075,0,1
321,100000321,26,6,2,rent,15750.59,3150.12,2037.26,0,3655.79,12338.03,60,20937.97,employee,0.0,0.0,616.9,183205.59,8.18,3730.55,4347.45,4347.45,0.2076,0.2076,0.3333,0.45,0.7292,1,1
322,100000322,32,10,1,rent,10251.05,2050.21,1346.62,0,1959.76,0.0,60,13647.88,employee,0.0,0.0,0.0,66480.76,14.99,1581.22,1581.22,1581.22,0.1159,0.1159,0.3333,0.45,0.4059,1,1
323,100000323,46,24,3,mortgage,27780.2,5556.04,3841.22,1,0.0,0.0,60,37177.46,employee,6269.52,0.0,0.0,204454.46,7.93,4138.75,4138.75,10408.27,0.1113,0.28,0.3333,0.65,0.4583,1,1
324,100000324,36,13,1,rent,11114.29,2222.86,1527.46,0,2239.37,17216.51,60,14864.6,employee,0.0,0.0,860.83,208289.09,7.93,4216.38,5077.21,5077.21,0.3416,0.3416,0.3333,0.45,1.1677,0,1
325,100000325,39,19,2,mortgage,15452.8,3090.56,2154.47,1,0.0,8692.23,60,20697.83,employee,4125.0,0.0,434.61,141701.86,13.05,3227.78,3662.39,7787.39,0.1769,0.3762,0.3333,0.65,0.5705,1,1
326,100000326,35,12,3,rent,20508.6,4101.72,2655.98,0,6321.86,0.0,60,27266.3,employee,0.0,2484.63,0.0,428509.97,4.81,8049.26,10533.89,10533.89,0.3863,0.3863,0.3333,0.45,1.3096,0,1
327,100000327,41,17,3,mortgage,37828.15,7565.63,5074.16,1,0.0,22827.37,60,50467.95,employee,10157.97,2926.92,1141.37,726600.89,16.03,17681.11,21749.4,31907.37,0.431,0.6322,0.3333,0.65,1.1998,0,1
328,100000328,65,0,1,rent,9664.18,1932.84,1308.03,0,2396.21,8434.77,60,12905.05,retired,0.0,902.63,421.74,149962.78,15.75,3626.91,4951.28,4951.28,0.3837,0.3837,0.25,0.45,0.9684,0,1
329,100000329,23,2,1,rent,4785.84,957.17,669.72,0,973.62,3921.02,60,6412.73,employee,0.0,0.0,196.05,114252.87,7.52,2290.48,2486.53,2486.53,0.3877,0.3877,0.3333,0.45,1.4847,0,1
330,100000330,30,10,2,rent,17790.71,3558.14,2476.79,0,4008.72,12662.1,60,23825.65,employee,0.0,0.0,633.1,332663.27,4.9,6262.54,6895.64,6895.64,0.2894,0.2894,0.3333,0.45,1.1635,1,1
331,100000331,55,31,3,rent,37556.05,7511.21,4897.74,0,8686.75,51510.53,60,49965.0,employee,0.0,0.0,2575.53,302123.24,9.5,6345.15,8920.68,8920.68,0.1785,0.1785,0.3333,0.45,0.5039,1,1
332,100000332,35,14,1,rent,7874.37,1574.87,974.19,0,1990.19,2906.67,60,10423.43,employee,0.0,0.0,145.33,52713.33,11.06,1147.69,1293.02,1293.02,0.124,0.124,0.3333,0.45,0.4214,1,1
333,100000333,57,35,2,mortgage,12854.93,2570.99,1769.05,1,0.0,14008.81,60,17194.97,employee,3587.01,1784.94,700.44,275956.85,6.75,5431.79,7917.17,11504.18,0.4604,0.669,0.3333,0.65,1.3374,0,1
334,100000334,21,1,1,rent,8688.38,1737.68,1138.19,0,2401.64,0.0,60,11564.25,employee,0.0,0.0,0.0,173637.77,9.43,3640.78,3640.78,3640.78,0.3148,0.3148,0.3333,0.45,1.2513,1,1
335,100000335,57,0,1,rent,11117.37,2223.47,1403.42,0,2620.29,0.0,60,14744.27,retired,0.0,1896.65,0.0,63955.19,17.28,1599.1,3495.75,3495.75,0.2371,0.2371,0.25,0.45,0.3615,1,1
336,100000336,31,8,1,rent,8049.76,1609.95,1036.83,0,2108.23,0.0,60,10696.54,employee,0.0,543.01,0.0,156336.51,13.0,3557.14,4100.15,4100.15,0.3833,0.3833,0.3333,0.45,1.218,0,1
337,100000337,51,30,3,mortgage,24176.85,4835.37,3086.19,1,0.0,16438.28,60,32098.41,employee,6355.03,0.0,821.91,321008.99,16.5,7891.85,8713.76,15068.79,0.2715,0.4695,0.3333,0.65,0.8334,1,1
338,100000338,67,0,3,mortgage,40373.48,8074.7,5321.21,1,0.0,53016.04,60,53769.39,retired,9669.18,0.0,2650.8,325940.63,11.6,7184.66,9835.46,19504.64,0.1829,0.3627,0.25,0.65,0.5052,1,1
339,100000339,63,0,3,mortgage,23980.8,4796.16,3143.79,1,0.0,17610.47,60,31920.75,retired,8112.14,1783.2,880.52,409037.14,4.62,7648.03,10311.75,18423.89,0.323,0.5772,0.25,0.65,1.0678,0,1
340,100000340,26,4,1,rent,9761.77,1952.35,1242.45,0,2839.18,4791.53,60,12956.57,employee,0.0,0.0,239.58,241917.97,14.52,5694.44,5934.02,5934.02,0.458,0.458,0.3333,0.45,1.556,0,1
341,100000341,50,28,2,mortgage,16141.89,3228.38,2169.29,1,0.0,22543.95,60,21539.55,employee,4339.27,0.0,1127.2,115881.62,8.44,2374.14,3501.34,7840.61,0.1626,0.364,0.3333,0.65,0.4483,1,1
342,100000342,57,33,3,mortgage,30404.51,6080.9,4252.92,1,0.0,0.0,60,40738.33,employee,9838.16,4481.25,0.0,172311.64,7.56,3457.69,7938.94,17777.1,0.1949,0.4364,0.3333,0.65,0.3525,1,1
343,100000343,47,24,3,rent,33100.85,6620.17,4681.15,0,9107.25,50579.52,60,44402.17,employee,0.0,5716.25,2528.98,679447.93,16.05,16540.91,24786.14,24786.14,0.5582,0.5582,0.3333,0.45,1.2752,0,1
344,100000344,43,23,1,mortgage,8088.69,1617.74,1126.89,1,0.0,0.0,60,10833.32,employee,2037.18,697.24,0.0,146705.29,17.1,3653.9,4351.14,6388.32,0.4016,0.5897,0.3333,0.55,1.1285,0,1
345,100000345,18,0,2,mortgage,17819.35,3563.87,2270.94,1,0.0,5451.87,60,23654.16,employee,4074.78,0.0,272.59,354229.07,17.37,8874.13,9146.72,13221.5,0.3867,0.559,0.3333,0.65,1.2479,0,1
346,100000346,68,0,1,mortgage,8201.72,1640.34,1114.52,1,0.0,0.0,60,10956.58,retired,2169.29,608.28,0.0,137754.8,11.16,3006.13,3614.41,5783.7,0.3299,0.5279,0.25,0.55,1.0477,0,1
347,100000347,66,0,1,mortgage,8165.8,1633.16,1063.54,1,0.0,3416.87,60,10862.51,retired,1810.72,1330.94,170.84,125592.49,10.16,2678.37,4180.15,5990.87,0.3848,0.5515,0.25,0.55,0.9635,0,1
348,100000348,64,0,1,rent,4981.13,996.23,684.86,0,1546.33,0.0,60,6662.21,retired,0.0,766.77,0.0,97837.43,5.82,1883.29,2650.06,2650.06,0.3978,0.3978,0.25,0.45,1.2238,0,1
349,100000349,56,33,3,mortgage,22046.85,4409.37,2930.99,1,0.0,0.0,60,29387.2,employee,5507.17,0.0,0.0,126942.03,9.33,2655.49,2655.49,8162.66,0.0904,0.2778,0.3333,0.65,0.36,1,1
350,100000350,47,23,3,rent,43975.28,8795.06,5777.43,0,9743.41,0.0,60,58547.77,employee,0.0,0.0,0.0,720638.47,13.77,16682.19,16682.19,16682.19,0.2849,0.2849,0.3333,0.45,1.0257,1,1
351,100000351,31,10,1,rent,6875.08,1375.02,860.5,0,1855.02,3149.08,60,9110.59,employee,0.0,1027.6,157.45,77538.02,6.59,1520.39,2705.44,2705.44,0.297,0.297,0.3333,0.45,0.7092,1,1
352,100000352,39,18,2,mortgage,18284.35,3656.87,2381.15,1,0.0,0.0,60,24322.37,employee,4894.15,1892.31,0.0,176131.25,5.44,3359.44,5251.75,10145.9,0.2159,0.4171,0.3333,0.65,0.6035,1,1
353,100000353,25,5,2,rent,14386.27,2877.25,1814.45,0,4459.32,15326.77,60,19077.98,employee,0.0,1061.83,766.34,85217.34,8.29,1739.75,3567.92,3567.92,0.187,0.187,0.3333,0.45,0.3722,1,1
354,100000354,40,18,2,rent,14419.64,2883.93,1930.53,0,3251.69,12602.33,60,19234.1,employee,0.0,1691.35,630.12,62034.37,5.02,1171.23,3492.7,3492.7,0.1816,0.1816,0.3333,0.45,0.2688,1,1
355,100000355,62,0,1,mortgage,5082.61,1016.52,621.95,1,0.0,0.0,60,6721.08,retired,1717.68,0.0,0.0,82701.66,13.61,1907.64,1907.64,3625.32,0.2838,0.5394,0.25,0.55,1.0254,0,1
356,100000356,51,27,1,rent,10092.3,2018.46,1315.63,0,2800.39,13797.84,60,13426.39,employee,0.0,514.83,689.89,112305.74,13.96,2610.83,3815.55,3815.55,0.2842,0.2842,0.3333,0.45,0.697,1,1
357,100000357,62,0,1,mortgage,6245.21,1249.04,904.49,1,0.0,0.0,60,8398.75,retired,2004.98,467.09,0.0,40943.62,6.55,802.07,1269.16,3274.14,0.1511,0.3898,0.25,0.55,0.4062,1,1
358,100000358,37,14,2,rent,11861.98,2372.4,1509.79,0,2288.7,0.0,60,15744.17,employee,0.0,0.0,0.0,240163.9,12.53,5406.86,5406.86,5406.86,0.3434,0.3434,0.3333,0.45,1.2712,0,1
359,100000359,59,39,2,mortgage,14532.61,2906.52,1979.34,1,0.0,0.0,60,19418.47,employee,4055.39,1874.29,0.0,149601.5,10.92,3246.73,5121.02,9176.41,0.2637,0.4726,0.3333,0.65,0.642,1,1
360,100000360,34,10,3,rent,23206.19,4641.24,3165.69,0,5403.14,0.0,60,31013.13,employee,0.0,0.0,0.0,264483.41,7.65,5318.58,5318.58,5318.58,0.1715,0.1715,0.3333,0.45,0.7107,1,1
361,100000361,54,31,3,rent,32390.7,6478.14,4190.19,0,9859.49,0.0,60,43059.03,employee,0.0,0.0,0.0,474846.38,7.57,9530.75,9530.75,9530.75,0.2213,0.2213,0.3333,0.45,0.919,1,1
362,100000362,60,40,1,rent,6172.29,1234.46,791.57,0,1802.06,0.0,60,8198.31,employee,0.0,0.0,0.0,107664.17,17.38,2697.78,2697.78,2697.78,0.3291,0.3291,0.3333,0.45,1.0944,1,1
363,100000363,64,0,1,rent,5384.62,1076.92,659.44,0,1665.36,6306.55,60,7120.99,retired,0.0,0.0,315.33,89793.54,6.43,1753.97,2069.3,2069.3,0.2906,0.2906,0.25,0.45,1.0508,0,1
364,100000364,60,0,1,mortgage,4238.38,847.68,562.79,1,0.0,0.0,60,5648.85,retired,1167.66,322.93,0.0,78890.03,6.36,1538.41,1861.34,3029.0,0.3295,0.5362,0.25,0.55,1.1638,0,1
365,100000365,56,0,2,mortgage,13151.3,2630.26,1733.14,1,0.0,17482.79,60,17514.7,retired,3109.27,1826.56,874.14,296595.41,12.16,6621.61,9322.31,12431.58,0.5323,0.7098,0.25,0.65,1.4112,0,1
366,100000366,49,25,2,rent,14056.08,2811.22,1963.24,0,3722.58,17482.26,60,18830.54,employee,0.0,0.0,874.11,285599.86,14.43,6709.25,7583.36,7583.36,0.4027,0.4027,0.3333,0.45,1.2639,0,1
367,100000367,43,21,2,rent,18350.15,3670.03,2383.27,0,5424.32,0.0,60,24403.45,employee,0.0,0.0,0.0,413212.37,9.19,8615.76,8615.76,8615.76,0.3531,0.3531,0.3333,0.45,1.411,0,1
368,100000368,36,12,2,rent,15895.22,3179.04,1973.32,0,3438.23,11622.13,60,21047.59,employee,0.0,1576.66,581.11,179572.79,11.88,3983.62,6141.39,6141.39,0.2918,0.2918,0.3333,0.45,0.711,1,1
369,100000369,32,8,3,mortgage,42818.93,8563.79,5684.48,1,0.0,45819.48,60,57067.19,employee,10142.05,0.0,2290.97,619486.99,7.77,12492.88,14783.85,24925.9,0.2591,0.4368,0.3333,0.65,0.9046,1,1
370,100000370,57,35,3,mortgage,19207.13,3841.43,2558.5,1,0.0,0.0,60,25607.05,employee,4398.92,0.0,0.0,87443.32,11.96,1943.36,1943.36,6342.28,0.0759,0.2477,0.3333,0.65,0.2846,1,1
371,100000371,29,6,3,rent,25112.26,5022.45,3403.6,0,7121.31,0.0,60,33538.32,employee,0.0,0.0,0.0,426669.88,12.59,9618.74,9618.74,9618.74,0.2868,0.2868,0.3333,0.45,1.0602,1,1
372,100000372,64,0,1,rent,5358.08,1071.62,745.67,0,1458.88,7321.68,60,7175.36,retired,0.0,0.0,366.08,47652.44,5.38,907.58,1273.66,1273.66,0.1775,0.1775,0.25,0.45,0.5534,1,1
373,100000373,52,29,2,rent,13192.06,2638.41,1725.12,0,2512.18,10051.06,60,17555.58,employee,0.0,1117.25,502.55,69328.47,14.45,1629.37,3249.17,3249.17,0.1851,0.1851,0.3333,0.45,0.3291,1,1
374,100000374,57,0,2,mortgage,13886.76,2777.35,1891.34,1,0.0,0.0,60,18555.46,retired,3744.26,1176.22,0.0,204593.32,16.56,5036.39,6212.61,9956.87,0.3348,0.5366,0.25,0.65,0.9188,0,1
