accountNumber,ds,y,creditLimit,currentBalance,availableMoney,n_transactions
342451803,2016-04,-572.95,500,216.86,283.14,3
342451803,2016-05,-644.79,500,197.69,302.31,5
342451803,2016-06,-273.33,500,323.9,176.1,3
342451803,2016-07,-133.14,500,335.6,164.4,4
342451803,2016-08,-454.95,500,60.37,439.63,6
342451803,2016-09,-943.3000000000001,500,31.71,468.29,6
342451803,2016-10,-1648.29,500,427.15,72.85,8
342451803,2016-11,-756.6,500,422.62,77.38,6
342451803,2016-12,-150.07,500,439.93,60.07,4
343740448,2016-01,-149.34,10000,0.0,10000.0,1
343740448,2016-07,-548.76,10000,633.6,9366.4,2
343740448,2016-08,-27.83,10000,648.1,9351.9,1
343740448,2016-12,-146.93,10000,650.93,9349.07,1
344565855,2016-01,-525.09,2500,0.0,2500.0,1
344565855,2016-04,-165.11,2500,0.0,2500.0,1
344565855,2016-12,-352.72,2500,0.0,2500.0,1
344604765,2016-01,-329.48,15000,225.2,14774.8,4
344604765,2016-02,-540.93,15000,803.14,14196.86,3
344604765,2016-03,-481.75,15000,1171.33,13828.67,4
344604765,2016-04,-364.64,15000,1638.27,13361.73,2
344604765,2016-05,-108.47,15000,1628.32,13371.68,2
344604765,2016-06,-746.55,15000,2400.03,12599.97,3
344604765,2016-07,-209.76,15000,2599.22,12400.78,3
344604765,2016-08,-262.21,15000,2868.27,12131.73,3
344604765,2016-10,-135.92,15000,2894.66,12105.34,2
344604765,2016-11,-951.86,15000,3741.59,11258.41,5
344604765,2016-12,-1287.8700000000001,15000,5000.0,10000.0,7
345663377,2016-01,-8703.01,15000,8659.7,6340.3,46
345663377,2016-02,-5894.8,15000,5792.25,9207.75,44
345663377,2016-03,-7894.59,15000,7463.86,7536.14,56
345663377,2016-04,-4292.16,15000,4238.1,10761.9,43
345663377,2016-05,-6028.93,15000,5817.67,9182.33,49
345663377,2016-06,-3716.67,15000,3654.42,11345.58,37
345663377,2016-07,-5958.72,15000,5886.84,9113.16,48
345663377,2016-08,-6741.02,15000,6540.83,8459.17,54
345663377,2016-09,-7488.83,15000,7299.15,7700.85,49
345663377,2016-10,-7661.58,15000,7522.75,7477.25,56
345663377,2016-11,-6157.87,15000,5791.32,9208.68,42
345663377,2016-12,-8306.17,15000,8276.37,6723.63,51
346419123,2016-01,-4220.8,7500,4224.36,3275.64,32
346419123,2016-02,-4083.3599999999997,7500,4075.51,3424.49,26
346419123,2016-03,-6148.81,7500,6122.12,1377.88,36
346419123,2016-04,-1881.38,7500,1871.27,5628.73,28
346419123,2016-05,-4939.28,7500,4765.17,2734.83,33
346419123,2016-06,-4721.51,7500,4639.64,2860.36,29
346419123,2016-07,-4444.69,7500,4432.95,3067.05,43
346419123,2016-08,-2996.56,7500,2992.57,4507.43,21
346419123,2016-09,-4932.65,7500,4916.06,2583.94,33
346419123,2016-10,-6506.2,7500,6443.63,1056.37,38
346419123,2016-11,-3695.08,7500,3657.62,3842.38,31
346419123,2016-12,-2625.49,7500,2564.78,4935.22,23
348260116,2016-04,-70.72,15000,0.0,15000.0,1
348260116,2016-05,-543.17,15000,214.11,14785.89,2
348260116,2016-08,-794.81,15000,563.89,14436.11,1
348260116,2016-10,-0.3,15000,1333.7,13666.3,1
349190736,2016-01,-212.28,2500,137.39,2362.61,4
349190736,2016-02,-804.73,2500,749.04,1750.96,7
349190736,2016-03,-821.7199999999999,2500,209.17,2290.83,2
349190736,2016-04,-311.92,2500,253.26,2246.74,3
349190736,2016-05,-256.54,2500,43.99,2456.01,3
349190736,2016-06,-285.4,2500,113.3,2386.7,3
349190736,2016-07,-555.73,2500,549.82,1950.18,6
349190736,2016-08,-920.1800000000001,2500,886.11,1613.89,6
349190736,2016-09,-266.32,2500,232.97,2267.03,3
349190736,2016-10,-339.4,2500,497.03,2002.97,5
349190736,2016-11,-733.53,2500,265.29,2234.71,4
349190736,2016-12,-357.1,2500,270.44,2229.56,4
350439007,2016-01,-49.89,20000,0.0,20000.0,1
350439007,2016-02,-165.09,20000,60.45,19939.55,3
350439007,2016-03,-28.57,20000,164.98,19835.02,1
350439007,2016-04,-276.0,20000,207.33,19792.67,2
350439007,2016-05,-352.1,20000,699.9,19300.1,6
350439007,2016-06,-539.3,20000,1171.3,18828.7,2
350439007,2016-07,-589.22,20000,1719.34,18280.66,3
350439007,2016-08,-763.05,20000,2349.43,17650.57,4
350439007,2016-09,-579.79,20000,3072.24,16927.76,2
350439007,2016-10,-171.64000000000001,20000,3149.97,16850.03,2
350439007,2016-11,-161.49,20000,3321.58,16678.42,2
350439007,2016-12,-381.8,20000,3675.75,16324.25,3
351299769,2016-02,-64.27,5000,0.0,5000.0,1
351299769,2016-04,-346.15,5000,378.43,4621.57,3
351299769,2016-05,-31.160000000000004,5000,384.59,4615.41,2
351299769,2016-06,-6.99,5000,366.58,4633.42,1
351299769,2016-07,-14.73,5000,356.31,4643.69,2
351299769,2016-08,-48.830000000000005,5000,380.14,4619.86,2
351299769,2016-09,-6.99,5000,362.13,4637.87,1
351299769,2016-10,-6.99,5000,344.12,4655.88,1
351299769,2016-11,-6.99,5000,326.11,4673.89,1
352209353,2016-01,-2297.23,5000,2233.11,2766.89,12
352209353,2016-02,-2470.14,5000,2292.73,2707.27,11
352209353,2016-03,-1395.66,5000,1293.79,3706.21,16
352209353,2016-04,-661.96,5000,398.62,4601.38,8
352209353,2016-05,-5070.89,5000,4726.16,273.84,20
352209353,2016-06,-1421.76,5000,1353.9,3646.1,10
352209353,2016-07,-1248.06,5000,1161.08,3838.92,11
352209353,2016-08,-997.34,5000,878.55,4121.45,8
352209353,2016-09,-3377.58,5000,3321.39,1678.61,15
352209353,2016-10,-1956.58,5000,1744.07,3255.93,13
352209353,2016-11,-1768.6799999999998,5000,1695.1,3304.9,12
352209353,2016-12,-1229.71,5000,1109.34,3890.66,10
353223945,2016-01,-1284.34,5000,1067.77,3932.23,5
353223945,2016-02,-901.8899999999999,5000,1943.56,3056.44,7
353223945,2016-03,-1008.0699999999999,5000,2272.55,2727.45,3
353223945,2016-04,-888.8199999999999,5000,3990.16,1009.84,5
353223945,2016-05,-820.63,5000,4735.15,264.85,6
353223945,2016-06,-1288.42,5000,3890.27,1109.73,7
353223945,2016-07,-1434.4399999999998,5000,4488.57,511.43,8
353223945,2016-08,-1920.3999999999999,5000,2140.06,2859.94,10
353223945,2016-09,-578.98,5000,2769.3,2230.7,6
353223945,2016-10,-672.1999999999999,5000,3324.65,1675.35,5
353223945,2016-11,-271.13,5000,3637.13,1362.87,5
353223945,2016-12,-773.78,5000,4436.71,563.29,10
353388492,2016-01,-746.0799999999999,1000,727.16,272.84,10
353388492,2016-02,-2445.75,1000,229.27,770.73,17
353388492,2016-03,-1560.04,1000,758.48,241.52,14
353388492,2016-04,-1685.36,1000,372.11,627.89,11
353388492,2016-05,-1598.6399999999999,1000,599.05,400.95,11
353388492,2016-06,-503.65999999999997,1000,663.75,336.25,8
353388492,2016-07,-2841.3,1000,582.43,417.57,16
353388492,2016-08,-2292.85,1000,875.96,124.04,12
353388492,2016-09,-2400.36,1000,91.42,908.58,12
353388492,2016-10,-1244.78,1000,501.71,498.29,16
353388492,2016-11,-3048.59,1000,323.98,676.02,15
353388492,2016-12,-1902.74,1000,346.12,653.88,16
353897543,2016-01,-1280.1200000000001,7500,1257.55,6242.45,7
353897543,2016-02,-996.4200000000001,7500,2095.19,5404.81,5
353897543,2016-03,-592.11,7500,2706.28,4793.72,9
353897543,2016-04,-564.8,7500,3349.13,4150.87,6
353897543,2016-05,-1403.3600000000001,7500,4506.01,2993.99,7
353897543,2016-06,-1089.77,7500,5789.2,1710.8,7
353897543,2016-07,-1001.39,7500,6765.59,734.41,12
353897543,2016-08,-475.64,7500,6997.2,502.8,9
353897543,2016-09,-960.9200000000001,7500,2962.13,4537.87,10
353897543,2016-10,-533.03,7500,3440.68,4059.32,7
353897543,2016-11,-703.15,7500,4062.22,3437.78,8
353897543,2016-12,-1296.67,7500,5218.72,2281.28,12
356156197,2016-01,-56.5,2500,0.0,2500.0,1
356156197,2016-06,-37.02,2500,31.5,2468.5,1
356156197,2016-07,-73.00999999999999,2500,77.13,2422.87,2
356156197,2016-08,-66.67,2500,125.14,2374.86,2
356156197,2016-09,-80.85,2500,171.18,2328.82,2
356156197,2016-10,-82.69,2500,230.9,2269.1,2
356156197,2016-11,-65.72999999999999,2500,278.86,2221.14,2
356156197,2016-12,-67.22,2500,321.08,2178.92,2
360564098,2016-05,-159.08,20000,109.66,19890.34,3
360564098,2016-06,-98.84,20000,183.5,19816.5,2
360564098,2016-07,-464.46000000000004,20000,531.32,19468.68,4
360564098,2016-08,-98.84,20000,696.8,19303.2,2
360564098,2016-09,-113.69,20000,785.49,19214.51,3
360564098,2016-10,-158.38,20000,918.87,19081.13,4
360564098,2016-11,-199.35000000000002,20000,1093.22,18906.78,4
360564098,2016-12,-114.0,20000,1177.18,18822.82,3
362461577,2016-01,-357.82,15000,4.17,14995.83,2
362461577,2016-02,-209.60999999999996,15000,860.59,14139.41,3
362461577,2016-03,-5.99,15000,517.43,14482.57,1
362461577,2016-06,-7.1,15000,498.42,14501.58,1
362461577,2016-07,-11.31,15000,480.52,14519.48,1
362461577,2016-08,-11.31,15000,466.83,14533.17,1
362461577,2016-09,-358.82000000000005,15000,776.29,14223.71,4
362461577,2016-10,-11.31,15000,786.96,14213.04,1
362461577,2016-11,-455.2,15000,1207.53,13792.47,4
362461577,2016-12,-11.31,15000,1203.47,13796.53,1
364197707,2016-02,-299.32,7500,193.16,7306.84,2
364197707,2016-03,106.16,7500,274.32,7225.68,1
364197707,2016-07,-228.98000000000002,7500,231.06,7268.94,2
364197707,2016-08,-60.71,7500,347.14,7152.86,1
364197707,2016-09,-556.8299999999999,7500,533.17,6966.83,5
364197707,2016-10,-189.72,7500,1043.69,6456.31,3
364197707,2016-11,-126.63,7500,1140.11,6359.89,2
364197707,2016-12,-122.94,7500,1243.26,6256.74,2
364658621,2016-04,-149.23,50000,0.0,50000.0,1
364658621,2016-07,-230.0,50000,0.0,50000.0,1
364658621,2016-08,-131.84,50000,92.86,49907.14,3
364658621,2016-09,-152.52,50000,97.68,49902.32,3
364658621,2016-10,-85.08,50000,42.98,49957.02,2
364658621,2016-11,-179.77999999999997,50000,136.8,49863.2,3
364658621,2016-12,-84.59,50000,42.02,49957.98,2
367824223,2016-02,-719.79,5000,576.32,4423.68,4
367824223,2016-03,-893.33,5000,761.79,4238.21,4
367824223,2016-04,-130.18,5000,0.0,5000.0,1
367824223,2016-05,-974.06,5000,807.57,4192.43,8
367824223,2016-06,-648.9,5000,517.36,4482.64,7
367824223,2016-07,-246.91,5000,208.76,4791.24,4
367824223,2016-08,-1735.71,5000,1562.97,3437.03,9
367824223,2016-09,-315.68,5000,272.97,4727.03,5
367824223,2016-10,-501.9,5000,370.36,4629.64,7
367824223,2016-11,-345.53999999999996,5000,214.0,4786.0,6
367824223,2016-12,-769.5,5000,577.19,4422.81,6
368960526,2016-01,-4162.21,5000,4113.6,886.4,20
368960526,2016-02,-3958.95,5000,3535.31,1464.69,27
368960526,2016-03,-3990.6600000000003,5000,3951.47,1048.53,26
368960526,2016-04,-3197.59,5000,3553.96,1446.04,30
368960526,2016-05,-1569.77,5000,1541.7,3458.3,21
368960526,2016-06,-2963.53,5000,2957.61,2042.39,26
368960526,2016-07,-2872.16,5000,2542.93,2457.07,15
368960526,2016-08,-2693.42,5000,2636.84,2363.16,20
368960526,2016-09,-2580.55,5000,2522.72,2477.28,26
368960526,2016-10,-3150.13,5000,3079.48,1920.52,27
368960526,2016-11,-2396.05,5000,2340.84,2659.16,16
368960526,2016-12,-3537.7599999999998,5000,3466.72,1533.28,28
370742469,2016-01,-320.66999999999996,5000,26.47,4973.53,2
370742469,2016-02,-3.5700000000000003,5000,295.67,4704.33,1
370742469,2016-03,0.0,5000,336.65,4663.35,2
370742469,2016-04,-202.13,5000,439.51,4560.49,2
370742469,2016-05,-161.33,5000,426.37,4573.63,1
370742469,2016-07,-346.45,5000,779.89,4220.11,4
370742469,2016-08,47.03999999999999,5000,754.89,4245.11,2
370742469,2016-10,-112.13,5000,812.11,4187.89,1
370742469,2016-12,-88.47,5000,899.24,4100.76,1
371832344,2016-01,-650.88,50000,325.44,49674.56,2
371832344,2016-02,-610.9,50000,0.0,50000.0,1
371832344,2016-04,-345.23,50000,0.0,50000.0,1
371832344,2016-05,-1184.1999999999998,50000,1181.4,48818.6,5
371832344,2016-06,-1166.56,50000,363.61,49636.39,4
371832344,2016-07,-1441.5600000000002,50000,1433.82,48566.18,9
371832344,2016-08,-138.03,50000,115.52,49884.48,5
371832344,2016-09,-1285.3400000000001,50000,1260.27,48739.73,10
371832344,2016-10,-181.2,50000,152.56,49847.44,4
371832344,2016-11,-162.86999999999998,50000,155.13,49844.87,4
371832344,2016-12,-357.33,50000,284.08,49715.92,8
375508601,2016-01,-411.12,15000,350.81,14649.19,3
375508601,2016-02,-107.03,15000,0.0,15000.0,1
375508601,2016-05,-380.22,15000,0.0,15000.0,1
375508601,2016-06,-243.78,15000,0.0,15000.0,1
375508601,2016-09,-141.45,15000,0.0,15000.0,1
375508601,2016-10,-152.51,15000,0.0,15000.0,1
375508601,2016-11,-481.15000000000003,15000,328.79,14671.21,2
375508601,2016-12,-306.7,15000,0.0,15000.0,1
376408050,2016-01,-4315.16,5000,4224.24,775.76,33
376408050,2016-02,-5344.01,5000,4319.64,680.36,41
376408050,2016-03,-4778.07,5000,4163.36,836.64,35
376408050,2016-04,-4594.3099999999995,5000,3877.93,1122.07,31
376408050,2016-05,-3050.67,5000,4109.48,890.52,24
376408050,2016-06,-5278.74,5000,4433.17,566.83,33
376408050,2016-07,-5156.2699999999995,5000,4475.83,524.17,41
376408050,2016-08,-3919.15,5000,4169.23,830.77,28
376408050,2016-09,-2233.32,5000,1498.65,3501.35,28
376408050,2016-10,-3812.09,5000,1417.36,3582.64,21
376408050,2016-11,-2991.45,5000,4187.14,812.86,29
376408050,2016-12,-4929.93,5000,2087.13,2912.87,34
378369270,2016-01,-157.86,10000,0.0,10000.0,1
378369270,2016-02,-118.07,10000,56.31,9943.69,2
378369270,2016-04,-129.55,10000,77.52,9922.48,2
378369270,2016-05,-38.49,10000,16.64,9983.36,3
378369270,2016-06,-5.92,10000,0.0,10000.0,1
378369270,2016-07,-5.92,10000,0.0,10000.0,1
378369270,2016-08,-5.92,10000,0.0,10000.0,1
378369270,2016-09,-101.4,10000,80.37,9919.63,3
378369270,2016-10,-5.92,10000,0.0,10000.0,1
378369270,2016-11,-58.74,10000,5.92,9994.08,2
378369270,2016-12,-46.79,10000,5.92,9994.08,2
379543998,2016-01,-1316.21,5000,719.13,4280.87,4
379543998,2016-02,-159.42000000000002,5000,1304.6,3695.4,3
379543998,2016-03,-181.92,5000,1432.77,3567.23,2
379543998,2016-04,-795.53,5000,2318.29,2681.71,5
379543998,2016-05,-586.26,5000,2889.19,2110.81,8
379543998,2016-06,-620.41,5000,3475.28,1524.72,7
379543998,2016-07,-229.59000000000003,5000,3667.41,1332.59,8
379543998,2016-08,-130.8,5000,3830.75,1169.25,4
379543998,2016-09,-521.87,5000,4301.36,698.64,7
379543998,2016-10,-360.78000000000003,5000,4616.44,383.56,6
379543998,2016-11,-859.3599999999999,5000,3441.1,1558.9,6
379543998,2016-12,-621.76,5000,4101.82,898.18,6
380503025,2016-01,-13540.1,2500,1493.69,1006.31,83
380503025,2016-02,-16968.07,2500,2191.15,308.85,110
380503025,2016-03,-14923.92,2500,148.08,2351.92,110
380503025,2016-04,-11117.45,2500,1569.48,930.52,79
380503025,2016-05,-11670.76,2500,1931.8,568.2,83
380503025,2016-06,-14254.7,2500,1814.75,685.25,93
380503025,2016-07,-11027.66,2500,1239.77,1260.23,76
380503025,2016-08,-14568.15,2500,1806.35,693.65,103
380503025,2016-09,-12992.66,2500,1443.99,1056.01,92
380503025,2016-10,-17096.27,2500,153.68,2346.32,103
380503025,2016-11,-13038.289999999999,2500,1607.17,892.83,127
380503025,2016-12,-13602.8,2500,1445.5,1054.5,110
381879539,2016-11,-3.11,10000,0.0,10000.0,1
381879539,2016-12,-66.27,10000,63.16,9936.84,2
382001043,2016-01,-9292.76,15000,9080.68,5919.32,60
382001043,2016-02,-4682.51,15000,13916.26,1083.74,34
382001043,2016-03,-4960.900000000001,15000,12024.73,2975.27,40
382001043,2016-04,-5545.88,15000,9979.98,5020.02,40
382001043,2016-05,-5428.08,15000,3592.53,11407.47,48
382001043,2016-06,-5006.57,15000,8286.85,6713.15,49
382001043,2016-07,-6101.6,15000,7685.16,7314.84,53
382001043,2016-08,-7525.58,15000,9354.18,5645.82,53
382001043,2016-09,-6082.52,15000,8597.38,6402.62,45
382001043,2016-10,-6075.31,15000,1974.15,13025.85,55
382001043,2016-11,-7366.6,15000,9388.42,5611.58,42
382001043,2016-12,-7142.71,15000,11695.55,3304.45,47
382595723,2016-01,-390.06,1000,365.59,634.41,6
382595723,2016-02,-555.98,1000,889.7,110.3,7
382595723,2016-03,-897.09,1000,721.49,278.51,11
382595723,2016-04,-146.26,1000,386.64,613.36,1
382595723,2016-05,-1475.1,1000,767.07,232.93,11
382595723,2016-06,-1104.55,1000,816.64,183.36,6
382595723,2016-07,-1465.13,1000,420.96,579.04,11
382595723,2016-08,-731.67,1000,265.47,734.53,8
382595723,2016-09,-1879.95,1000,444.71,555.29,14
382595723,2016-10,-992.54,1000,572.7,427.3,10
382595723,2016-11,-1513.24,1000,392.02,607.98,12
382595723,2016-12,-1696.8400000000001,1000,848.51,151.49,13
386732203,2016-01,-3482.13,5000,3253.52,1746.48,26
386732203,2016-02,-4331.24,5000,3643.4,1356.6,26
386732203,2016-03,-4821.2,5000,4310.77,689.23,35
386732203,2016-04,-5904.98,5000,3916.91,1083.09,32
386732203,2016-05,-4572.15,5000,3172.51,1827.49,37
386732203,2016-06,-5265.5199999999995,5000,4265.87,734.13,40
386732203,2016-07,-5903.78,5000,4354.43,645.57,43
386732203,2016-08,-3970.36,5000,3427.12,1572.88,27
386732203,2016-09,-5553.9,5000,2729.34,2270.66,45
386732203,2016-10,-5732.63,5000,2682.2,2317.8,32
386732203,2016-11,-4566.58,5000,4006.75,993.25,32
386732203,2016-12,-7124.13,5000,1452.72,3547.28,35
388049491,2016-01,-2848.52,2500,564.76,1935.24,24
388049491,2016-02,-1893.71,2500,1689.97,810.03,19
388049491,2016-03,-1882.4099999999999,2500,1811.36,688.64,21
388049491,2016-04,-2039.98,2500,1885.89,614.11,16
388049491,2016-05,-3266.38,2500,1416.44,1083.56,23
388049491,2016-06,-2118.35,2500,1903.29,596.71,22
388049491,2016-07,-2688.36,2500,2333.37,166.63,21
388049491,2016-08,-3850.32,2500,1652.97,847.03,31
388049491,2016-09,-3775.3900000000003,2500,842.48,1657.52,23
388049491,2016-10,-3935.61,2500,1564.53,935.47,29
388049491,2016-11,-5594.18,2500,1330.06,1169.94,33
388049491,2016-12,-4068.56,2500,1671.96,828.04,25
388159188,2016-01,-2203.09,5000,1987.69,3012.31,11
388159188,2016-02,-1899.1799999999998,5000,1731.2,3268.8,14
388159188,2016-03,-2553.5099999999998,5000,2550.41,2449.59,16
388159188,2016-04,-799.76,5000,581.36,4418.64,8
388159188,2016-05,-3242.56,5000,3070.85,1929.15,22
388159188,2016-06,-1797.95,5000,1659.49,3340.51,14
388159188,2016-07,-4457.92,5000,4446.59,553.41,28
388159188,2016-08,-2858.39,5000,2786.88,2213.12,20
388159188,2016-09,-942.72,5000,769.82,4230.18,10
388159188,2016-10,-1406.1,5000,1267.91,3732.09,11
388159188,2016-11,-1009.6,5000,971.71,4028.29,12
388159188,2016-12,-2561.59,5000,2466.92,2533.08,20
389079409,2016-01,-222.61,2500,0.0,2500.0,1
389079409,2016-03,-582.34,2500,197.61,2302.39,1
389079409,2016-04,-160.88,2500,754.95,1745.05,1
389079409,2016-07,-461.32,2500,890.83,1609.17,1
389079409,2016-08,-108.78,2500,1327.15,1172.85,1
389079409,2016-09,-286.61,2500,1536.1,963.9,2
389079409,2016-10,-357.85,2500,1672.54,827.46,1
389079409,2016-12,-192.87,2500,2126.53,373.47,2
389428961,2016-01,-774.76,7500,660.47,6839.53,3
389428961,2016-02,-582.46,7500,557.76,6942.24,7
389428961,2016-03,-529.48,7500,389.35,7110.65,6
389428961,2016-04,-1947.06,7500,1884.85,5615.15,16
389428961,2016-05,-1808.9,7500,1726.59,5773.41,21
389428961,2016-06,-1933.73,7500,1877.86,5622.14,13
389428961,2016-07,-2926.48,7500,2848.93,4651.07,16
389428961,2016-08,-1292.2,7500,1266.6,6233.4,12
389428961,2016-09,-2934.6,7500,2852.29,4647.71,15
389428961,2016-10,-882.24,7500,763.75,6736.25,12
389428961,2016-11,-1805.43,7500,1723.12,5776.88,13
389428961,2016-12,-1268.17,7500,1075.31,6424.69,15
393869032,2016-01,-1910.49,15000,1705.06,13294.94,12
393869032,2016-02,-1145.54,15000,2938.81,12061.19,13
393869032,2016-03,-1955.3500000000001,15000,4911.78,10088.22,12
393869032,2016-04,-2419.45,15000,7339.75,7660.25,12
393869032,2016-05,-3939.1,15000,11266.39,3733.61,21
393869032,2016-06,-701.3199999999999,15000,11913.14,3086.86,7
393869032,2016-07,-2137.64,15000,13828.14,1171.86,11
393869032,2016-08,-2294.25,15000,11617.38,3382.62,12
393869032,2016-09,-1808.44,15000,13514.53,1485.47,13
393869032,2016-10,-1981.7,15000,6678.45,8321.55,16
393869032,2016-11,-1128.21,15000,8209.46,6790.54,13
393869032,2016-12,-1683.08,15000,8878.94,6121.06,9
394834350,2016-01,-1465.05,1000,608.18,391.82,11
394834350,2016-02,-1211.38,1000,815.9,184.1,10
394834350,2016-03,-745.72,1000,718.94,281.06,10
394834350,2016-04,-1365.28,1000,660.79,339.21,9
394834350,2016-05,-1401.56,1000,650.9,349.1,12
394834350,2016-06,-997.14,1000,717.15,282.85,10
394834350,2016-07,-1427.44,1000,615.81,384.19,9
394834350,2016-08,-883.16,1000,859.12,140.88,14
394834350,2016-09,-1523.27,1000,327.66,672.34,9
394834350,2016-10,-1539.4199999999998,1000,597.81,402.19,11
394834350,2016-11,-1418.75,1000,133.54,866.46,14
394834350,2016-12,-2505.12,1000,739.19,260.81,15
395432279,2016-01,-1320.36,1000,788.17,211.83,10
395432279,2016-02,-1524.29,1000,175.73,824.27,9
395432279,2016-03,-1574.14,1000,949.27,50.73,10
395432279,2016-04,-1986.46,1000,843.88,156.12,10
395432279,2016-05,-460.17,1000,347.95,652.05,4
395432279,2016-06,-1248.65,1000,156.87,843.13,8
395432279,2016-07,-902.55,1000,632.5,367.5,10
395432279,2016-08,-1461.51,1000,868.16,131.84,13
395432279,2016-09,-1209.17,1000,627.57,372.43,15
395432279,2016-10,-922.28,1000,876.08,123.92,13
395432279,2016-11,-1831.1499999999999,1000,924.55,75.45,11
395432279,2016-12,-1444.05,1000,173.38,826.62,14
396114586,2016-01,-7.27,5000,0.0,5000.0,1
396114586,2016-02,-352.71999999999997,5000,43.01,4956.99,2
396114586,2016-04,-150.03,5000,124.16,4875.84,3
396114586,2016-05,-506.25,5000,273.7,4726.3,2
396114586,2016-08,-135.81,5000,16.73,4983.27,2
396114586,2016-09,-86.12,5000,0.0,5000.0,1
396114586,2016-10,-483.12,5000,476.83,4523.17,4
396114586,2016-11,-723.5699999999999,5000,590.52,4409.48,4
396114586,2016-12,-164.57,5000,0.0,5000.0,1
396249447,2016-01,-61.49,2500,0.0,2500.0,1
396249447,2016-02,-31.22,2500,0.0,2500.0,1
396249447,2016-03,-19.1,2500,0.0,2500.0,1
396249447,2016-07,-85.89,2500,0.0,2500.0,1
396249447,2016-09,-189.7,2500,0.0,2500.0,1
396249447,2016-11,-5.1899999999999995,2500,0.85,2499.15,2
396249447,2016-12,-440.25,2500,0.0,2500.0,1
398604169,2016-01,-118.27000000000001,1000,115.9,884.1,4
398604169,2016-02,-376.32000000000005,1000,289.97,710.03,2
398604169,2016-04,-844.51,1000,635.89,364.11,8
398604169,2016-05,-1083.83,1000,263.58,736.42,2
398604169,2016-06,-160.56,1000,104.0,896.0,3
398604169,2016-07,-888.62,1000,620.19,379.81,6
398604169,2016-08,-825.74,1000,778.06,221.94,5
398604169,2016-09,-237.2,1000,118.38,881.62,2
398604169,2016-11,-111.16999999999999,1000,71.85,928.15,2
398604169,2016-12,-442.39,1000,408.46,591.54,7
400361607,2016-01,-9221.56,5000,4325.41,674.59,66
400361607,2016-02,-7320.16,5000,3320.21,1679.79,61
400361607,2016-03,-10978.82,5000,3213.31,1786.69,67
400361607,2016-04,-6472.37,5000,2602.01,2397.99,70
400361607,2016-05,-7925.61,5000,32.42,4967.58,65
400361607,2016-06,-10500.96,5000,4070.63,929.37,70
400361607,2016-07,-10135.84,5000,2054.19,2945.81,67
400361607,2016-08,-9384.56,5000,4198.16,801.84,70
400361607,2016-09,-7612.17,5000,3661.05,1338.95,67
400361607,2016-10,-7426.52,5000,831.92,4168.08,52
400361607,2016-11,-11245.55,5000,1273.6,3726.4,65
400361607,2016-12,-10381.24,5000,3008.08,1991.92,71
401416364,2016-01,-726.28,20000,510.48,19489.52,2
401416364,2016-02,-469.63,20000,1098.22,18901.78,4
401416364,2016-03,-221.55,20000,1145.91,18854.09,1
401416364,2016-04,-435.29,20000,1342.46,18657.54,1
401416364,2016-05,-477.12,20000,2166.57,17833.43,6
401416364,2016-06,-500.97,20000,2507.55,17492.45,6
401416364,2016-07,-626.76,20000,3083.3,16916.7,3
401416364,2016-08,-328.43,20000,3424.09,16575.91,3
401416364,2016-09,-426.4,20000,3687.18,16312.82,2
401416364,2016-10,-538.72,20000,4265.6,15734.4,5
401416364,2016-11,-19.11,20000,4512.66,15487.34,3
401416364,2016-12,-73.28,20000,4560.94,15439.06,2
402242367,2016-01,-7.02,20000,0.0,20000.0,1
402242367,2016-02,-7.02,20000,0.0,20000.0,1
402242367,2016-03,-7.02,20000,0.0,20000.0,1
402242367,2016-04,-112.5,20000,105.48,19894.52,2
402242367,2016-05,-7.02,20000,87.5,19912.5,1
402242367,2016-06,-7.02,20000,69.52,19930.48,1
402242367,2016-07,-7.02,20000,51.54,19948.46,1
402242367,2016-08,-7.02,20000,33.56,19966.44,1
402242367,2016-10,-155.44,20000,22.6,19977.4,2
402242367,2016-11,-7.02,20000,146.02,19853.98,1
402242367,2016-12,-7.02,20000,128.04,19871.96,1
405913693,2016-01,-1686.27,2500,1505.5,994.5,18
405913693,2016-02,-2720.39,2500,337.63,2162.37,20
405913693,2016-03,-1852.26,2500,1629.97,870.03,18
405913693,2016-04,-3792.4300000000003,2500,1603.03,896.97,20
405913693,2016-05,-3477.1400000000003,2500,619.23,1880.77,27
405913693,2016-06,-1678.45,2500,2173.53,326.47,16
405913693,2016-07,-3456.66,2500,121.99,2378.01,22
405913693,2016-08,-3324.66,2500,1606.12,893.88,17
405913693,2016-09,-2675.38,2500,705.6,1794.4,19
405913693,2016-10,-1337.47,2500,1912.34,587.66,16
405913693,2016-11,-2706.39,2500,1144.31,1355.69,22
405913693,2016-12,-3751.41,2500,1382.75,1117.25,27
408796250,2016-01,-257.66,10000,0.0,10000.0,1
408796250,2016-09,-255.8,10000,232.66,9767.34,1
408796250,2016-10,-59.62,10000,463.46,9536.54,1
408796250,2016-12,-308.36,10000,799.26,9200.74,2
410523603,2016-01,-58740.3,5000,2914.08,2085.92,433
410523603,2016-02,-53958.83,5000,4671.53,328.47,352
410523603,2016-03,-53846.159999999996,5000,4614.84,385.16,395
410523603,2016-04,-52262.87,5000,4658.9,341.1,384
410523603,2016-05,-50153.39,5000,684.75,4315.25,381
410523603,2016-06,-48479.44,5000,2624.79,2375.21,347
410523603,2016-07,-57767.97,5000,2934.38,2065.62,426
